,simulation,n_samples,criterion,n_dimensions,score,runtime
2019,Square,29,mse,10,0.36924979905794497,1.0743436813354492
2020,Square,29,friedman_mse,10,0.3646429320612875,1.0847256183624268
2021,Square,29,friedman_mse,10,0.3638365854044777,1.0741088390350342
2022,Square,29,friedman_mse,10,0.36374598296008626,1.1095969676971436
2023,Square,29,friedman_mse,10,0.36457058768650386,1.0824697017669678
2024,Square,29,friedman_mse,10,0.363397878111904,1.0873541831970215
2025,Square,29,friedman_mse,10,0.36482358838997786,1.0755534172058105
2026,Square,29,friedman_mse,10,0.364195011324526,1.1040067672729492
2027,Square,29,friedman_mse,10,0.36520106249654277,1.1095848083496094
2028,Square,29,friedman_mse,10,0.3639773207926145,1.1089892387390137
2029,Square,29,friedman_mse,10,0.36339219381113735,1.1054704189300537
2030,Square,29,axis,10,0.3531773105987964,2.0620484352111816
2031,Square,29,axis,10,0.3537633103841006,1.9782259464263916
2032,Square,29,axis,10,0.3534607603221528,2.0825204849243164
2033,Square,29,axis,10,0.3533557573343189,2.0935721397399902
2034,Square,29,axis,10,0.3539981119743827,2.111887216567993
2035,Square,29,axis,10,0.3537750287236509,2.014619827270508
2036,Square,29,axis,10,0.3534928702282038,2.0331296920776367
2037,Square,29,axis,10,0.35398802086066494,2.0622429847717285
2038,Square,29,axis,10,0.3536680000764702,2.0294134616851807
2039,Square,29,axis,10,0.35405466799482627,2.1525235176086426
2040,Square,29,oblique,10,0.3521654595822129,1.14845871925354
2041,Square,29,oblique,10,0.3518603787734553,1.3656926155090332
2042,Square,29,oblique,10,0.3515860877581109,1.382176160812378
2043,Square,29,oblique,10,0.351505583840667,1.3837223052978516
2044,Square,29,oblique,10,0.35141523374457123,1.3558247089385986
2045,Square,29,oblique,10,0.35171426410651724,1.3290841579437256
2046,Square,29,oblique,10,0.3519610305375989,1.3882179260253906
2047,Square,29,oblique,10,0.35154943302893826,1.4094734191894531
2048,Square,29,oblique,10,0.3520519108371799,1.3913767337799072
2049,Square,29,oblique,10,0.35163682651172723,1.3376538753509521
2050,Square,32,mae,10,0.3644240481769619,1.7526650428771973
2051,Square,32,mae,10,0.3626677030514526,1.6976957321166992
2052,Square,32,mae,10,0.363966500215084,1.7981553077697754
2053,Square,32,mae,10,0.36404940058527474,1.7241992950439453
2054,Square,32,mae,10,0.3650309253057602,1.7618582248687744
2055,Square,32,mae,10,0.3629953728284385,1.7196438312530518
2056,Square,32,mae,10,0.3637923524380423,1.730767011642456
2057,Square,32,mae,10,0.36348686140341663,1.720635175704956
2058,Square,32,mae,10,0.3637642802061137,1.7799298763275146
2059,Square,32,mae,10,0.36400884278564893,1.7940483093261719
2060,Square,32,mse,10,0.36176191166272165,1.1564490795135498
2061,Square,32,mse,10,0.36208736692532617,1.1718289852142334
2062,Square,32,mse,10,0.36210808964618235,1.1148195266723633
2063,Square,32,mse,10,0.3619988300367195,1.3361766338348389
2064,Square,32,mse,10,0.36243470305869335,1.2225544452667236
2065,Square,32,mse,10,0.3627627878738498,1.0781002044677734
2066,Square,32,mse,10,0.361226244617791,1.2407457828521729
2067,Square,32,mse,10,0.36195751676106996,1.2125563621520996
2068,Square,32,mse,10,0.36167345588080346,1.1666991710662842
2069,Square,32,mse,10,0.36276453750359483,1.172339916229248
2070,Square,32,friedman_mse,10,0.3623651190096168,1.0864336490631104
2071,Square,32,friedman_mse,10,0.36282047997402916,1.127274751663208
2072,Square,32,friedman_mse,10,0.3622639367315392,1.1420214176177979
2073,Square,32,friedman_mse,10,0.36250091522078975,1.1676726341247559
2074,Square,32,friedman_mse,10,0.3627538377373028,1.240340232849121
2075,Square,32,friedman_mse,10,0.3629892391774433,1.1510744094848633
2076,Square,32,friedman_mse,10,0.36211668166678035,1.148494005203247
2077,Square,32,friedman_mse,10,0.36211295554974143,1.1907939910888672
2078,Square,32,friedman_mse,10,0.3625367935380589,1.1228704452514648
2079,Square,32,friedman_mse,10,0.36335710439801766,1.2606306076049805
2080,Square,32,axis,10,0.35281270859289765,2.267636775970459
2081,Square,32,axis,10,0.3517776472996924,2.264270067214966
2082,Square,32,axis,10,0.351931973680539,2.4462528228759766
2083,Square,32,axis,10,0.3527124299362259,2.480194091796875
2084,Square,32,axis,10,0.351658481560877,2.4785592555999756
2085,Square,32,axis,10,0.3520701104381933,2.4128074645996094
2086,Square,32,axis,10,0.3521991226334715,2.283474922180176
2087,Square,32,axis,10,0.3520195043849312,2.4253506660461426
2088,Square,32,axis,10,0.35240570913166597,2.5842971801757812
2089,Square,32,axis,10,0.35197918670997286,2.48638653755188
2090,Square,32,oblique,10,0.35166635331787727,1.5434777736663818
2091,Square,32,oblique,10,0.35100085503569334,1.4838149547576904
2092,Square,32,oblique,10,0.3512404520545701,1.5085694789886475
2093,Square,32,oblique,10,0.35077109446276505,1.696969985961914
2094,Square,32,oblique,10,0.3507924609129864,1.6701853275299072
2095,Square,32,oblique,10,0.3512139835295954,1.6472265720367432
2096,Square,32,oblique,10,0.3507675867719934,1.668461561203003
2097,Square,32,oblique,10,0.3505455106623211,1.4629480838775635
2098,Square,32,oblique,10,0.3506135077061604,1.6263198852539062
2099,Square,32,oblique,10,0.35054879115812976,1.5798728466033936
2100,Square,35,mae,10,0.3666535250674867,1.8006374835968018
2101,Square,35,mae,10,0.36721453498710754,1.837803602218628
2102,Square,35,mae,10,0.36614940439203036,1.9102919101715088
2103,Square,35,mae,10,0.3667161118262544,1.8671808242797852
2104,Square,35,mae,10,0.3671805106758069,1.8435075283050537
2105,Square,35,mae,10,0.36623794183570907,1.814359188079834
2106,Square,35,mae,10,0.36598663679868426,1.800889492034912
2107,Square,35,mae,10,0.3662330822234779,1.8071527481079102
2108,Square,35,mae,10,0.3664696430811785,1.817467212677002
2109,Square,35,mae,10,0.36666368280003764,1.8022310733795166
2110,Square,35,mse,10,0.3646230092096742,1.10518479347229
2111,Square,35,mse,10,0.3650447584553369,1.170785903930664
2112,Square,35,mse,10,0.36456382444163893,1.1181843280792236
2113,Square,35,mse,10,0.3646750275023038,1.0828430652618408
2114,Square,35,mse,10,0.365516230192573,1.0649440288543701
2115,Square,35,mse,10,0.3659734989346554,1.097452163696289
2116,Square,35,mse,10,0.3654936495671518,1.0912551879882812
2117,Square,35,mse,10,0.36489762602173104,1.0919163227081299
2118,Square,35,mse,10,0.36503611395953584,1.1020517349243164
2119,Square,35,mse,10,0.36573712973236877,1.1146349906921387
2120,Square,35,friedman_mse,10,0.3631457711289333,1.1560664176940918
2121,Square,35,friedman_mse,10,0.3622352781725191,1.1337661743164062
2122,Square,35,friedman_mse,10,0.3627860487288834,1.0759787559509277
2123,Square,35,friedman_mse,10,0.3618669852700049,1.097182035446167
2124,Square,35,friedman_mse,10,0.3626894345910515,1.0646710395812988
2125,Square,35,friedman_mse,10,0.3627106060148007,1.060666561126709
2126,Square,35,friedman_mse,10,0.36162855653997683,1.1221246719360352
2127,Square,35,friedman_mse,10,0.3624254661930234,1.1381502151489258
2128,Square,35,friedman_mse,10,0.3624259699751896,1.0728678703308105
2129,Square,35,friedman_mse,10,0.3629170958296908,1.0975196361541748
2130,Square,35,axis,10,0.3510350144135841,2.400315761566162
2131,Square,35,axis,10,0.35138434386292566,2.289804697036743
2132,Square,35,axis,10,0.35145081690506447,2.328369617462158
2133,Square,35,axis,10,0.3511210528684892,2.455528736114502
2134,Square,35,axis,10,0.35201122697387044,2.4015793800354004
2135,Square,35,axis,10,0.35144414033790994,2.3701963424682617
2136,Square,35,axis,10,0.3513102085205253,2.281355381011963
2137,Square,35,axis,10,0.35092883023919524,2.4923460483551025
2138,Square,35,axis,10,0.35074426543050025,2.5698158740997314
2139,Square,35,axis,10,0.3510569775376632,2.177824020385742
2140,Square,35,oblique,10,0.34967109423007736,1.6561205387115479
2141,Square,35,oblique,10,0.3498421167854232,1.4246432781219482
2142,Square,35,oblique,10,0.35024151366365996,1.4452753067016602
2143,Square,35,oblique,10,0.3495510323415035,1.4050467014312744
2144,Square,35,oblique,10,0.3492527728812639,1.3934898376464844
2145,Square,35,oblique,10,0.3496136822252464,1.422255039215088
2146,Square,35,oblique,10,0.34988808820049433,1.4957761764526367
2147,Square,35,oblique,10,0.349650648764413,1.4564974308013916
2148,Square,35,oblique,10,0.34965577106950496,1.4141731262207031
2149,Square,35,oblique,10,0.34984397431272274,1.4119303226470947
2150,Square,38,mae,10,0.36082960180878565,1.969951868057251
2151,Square,38,mae,10,0.36208062856975143,1.9229722023010254
2152,Square,38,mae,10,0.3606479123352404,1.8929469585418701
2153,Square,38,mae,10,0.36160906635918366,1.8826744556427002
2154,Square,38,mae,10,0.36080798742985914,1.8874526023864746
2155,Square,38,mae,10,0.3611129768604725,1.886753797531128
2156,Square,38,mae,10,0.3612630547954244,1.9245755672454834
2157,Square,38,mae,10,0.36134130312224333,1.9137039184570312
2158,Square,38,mae,10,0.3615542912645101,1.8544743061065674
2159,Square,38,mae,10,0.3619342166364611,1.8930609226226807
2160,Square,38,mse,10,0.36275461732181286,1.1091296672821045
2161,Square,38,mse,10,0.3622702520150244,1.1184415817260742
2162,Square,38,mse,10,0.36183098788685614,1.167952299118042
2163,Square,38,mse,10,0.3626087009383824,1.0823941230773926
2164,Square,38,mse,10,0.3612918558653254,1.116464376449585
2165,Square,38,mse,10,0.3616191867690699,1.0962986946105957
2166,Square,38,mse,10,0.36208447978576364,1.1263480186462402
2167,Square,38,mse,10,0.3619378546087158,1.0989923477172852
2168,Square,38,mse,10,0.361933190912347,1.1387367248535156
2169,Square,38,mse,10,0.36144459234993687,1.11848783493042
2170,Square,38,friedman_mse,10,0.35935039466233104,1.1276867389678955
2171,Square,38,friedman_mse,10,0.35853553645077246,1.093141794204712
2172,Square,38,friedman_mse,10,0.35963669654163055,1.1013472080230713
2173,Square,38,friedman_mse,10,0.35932466220962594,1.1100220680236816
2174,Square,38,friedman_mse,10,0.35952787677851183,1.0767755508422852
2175,Square,38,friedman_mse,10,0.3595850139761469,1.0955588817596436
2176,Square,38,friedman_mse,10,0.35938043711822315,1.105027198791504
2177,Square,38,friedman_mse,10,0.3602566755544549,1.1272523403167725
2178,Square,38,friedman_mse,10,0.35940221531596805,1.1359186172485352
2179,Square,38,friedman_mse,10,0.3586335649955183,1.1043455600738525
2180,Square,38,axis,10,0.3500630399572279,2.6313533782958984
2181,Square,38,axis,10,0.35032657620443713,2.476971387863159
2182,Square,38,axis,10,0.35037515135493325,2.536325454711914
2183,Square,38,axis,10,0.3507530764230967,2.6240639686584473
2184,Square,38,axis,10,0.3504489354288352,2.5472586154937744
2185,Square,38,axis,10,0.35014186671211556,2.499049186706543
2186,Square,38,axis,10,0.35003755051501145,2.5611369609832764
2187,Square,38,axis,10,0.35060521423906066,2.5524497032165527
2188,Square,38,axis,10,0.3507590087586705,2.6373138427734375
2189,Square,38,axis,10,0.3502841792468584,2.551513195037842
2190,Square,38,oblique,10,0.3491602344919852,1.5699992179870605
2191,Square,38,oblique,10,0.34883701197162703,1.5745766162872314
2192,Square,38,oblique,10,0.34821054868009804,1.5624353885650635
2193,Square,38,oblique,10,0.3494024774158844,1.504375696182251
2194,Square,38,oblique,10,0.3490006077166012,1.474684238433838
2195,Square,38,oblique,10,0.348909443527336,1.521493673324585
2196,Square,38,oblique,10,0.34872475306019796,1.6308951377868652
2197,Square,38,oblique,10,0.34914950332395683,1.619493007659912
2198,Square,38,oblique,10,0.3489689957075744,1.582223653793335
2199,Square,38,oblique,10,0.3494710994895994,1.5767693519592285
2200,Square,41,mae,10,0.3638954113505078,2.0587215423583984
2201,Square,41,mae,10,0.3644811679545241,2.0746402740478516
2202,Square,41,mae,10,0.3634706005228392,2.066002368927002
2203,Square,41,mae,10,0.36496673603272045,2.0279691219329834
2204,Square,41,mae,10,0.36363666070208484,2.125702381134033
2205,Square,41,mae,10,0.36409861789129283,1.993947982788086
2206,Square,41,mae,10,0.36413478345226985,1.9731755256652832
2207,Square,41,mae,10,0.36275882664898157,2.0973589420318604
2208,Square,41,mae,10,0.3636534338081493,1.9852726459503174
2209,Square,41,mae,10,0.3644898439369001,2.052543878555298
2210,Square,41,mse,10,0.36461589107463843,1.2333273887634277
2211,Square,41,mse,10,0.3645469364997934,1.1568095684051514
2212,Square,41,mse,10,0.363211378394477,1.0917518138885498
2213,Square,41,mse,10,0.363766647998112,1.1084191799163818
2214,Square,41,mse,10,0.3641297657712991,1.1315083503723145
2215,Square,41,mse,10,0.3638811109151668,1.1160647869110107
2216,Square,41,mse,10,0.364478303081734,1.1861064434051514
2217,Square,41,mse,10,0.36429587215940396,0.9406583309173584
2218,Square,41,mse,10,0.363728092755101,1.107642412185669
2219,Square,41,mse,10,0.36385150844398456,1.0882151126861572
2220,Square,41,friedman_mse,10,0.36372171444203655,1.146956443786621
2221,Square,41,friedman_mse,10,0.36283666232794015,1.1033987998962402
2222,Square,41,friedman_mse,10,0.36455306791503383,1.157198190689087
2223,Square,41,friedman_mse,10,0.3644415519007138,1.0918200016021729
2224,Square,41,friedman_mse,10,0.3642005392875927,1.0824878215789795
2225,Square,41,friedman_mse,10,0.36338234807574255,1.1084258556365967
2226,Square,41,friedman_mse,10,0.363572752689007,1.1410186290740967
2227,Square,41,friedman_mse,10,0.36339118800215725,1.1256694793701172
2228,Square,41,friedman_mse,10,0.36405459026179954,1.1037135124206543
2229,Square,41,friedman_mse,10,0.3633624499784076,1.0977215766906738
2230,Square,41,axis,10,0.35395524061261385,2.7009122371673584
2231,Square,41,axis,10,0.35348133314564584,2.690828561782837
2232,Square,41,axis,10,0.35323308565123546,2.745288133621216
2233,Square,41,axis,10,0.3526008659230547,2.5182087421417236
2234,Square,41,axis,10,0.35317610498916985,2.951127767562866
2235,Square,41,axis,10,0.35344666366578564,2.656733512878418
2236,Square,41,axis,10,0.35320962828311053,2.6088387966156006
2237,Square,41,axis,10,0.35342585120563397,2.6550726890563965
2238,Square,41,axis,10,0.35404089758749074,2.7264089584350586
2239,Square,41,axis,10,0.35389111361457404,2.846498489379883
2240,Square,41,oblique,10,0.3520575388830344,1.6574597358703613
2241,Square,41,oblique,10,0.35167575106055066,1.4681580066680908
2242,Square,41,oblique,10,0.3518068142489307,1.5920486450195312
2243,Square,41,oblique,10,0.3521972195875031,1.4495675563812256
2244,Square,41,oblique,10,0.35202021532145067,1.5825831890106201
2245,Square,41,oblique,10,0.3521588683555717,1.4672136306762695
2246,Square,41,oblique,10,0.3516772997193434,1.4507057666778564
2247,Square,41,oblique,10,0.3521760471383553,1.5241072177886963
2248,Square,41,oblique,10,0.351602986371628,1.4273622035980225
2249,Square,41,oblique,10,0.35181958829652704,1.6090319156646729
2250,Square,44,mae,10,0.36132239492206136,2.220106840133667
2251,Square,44,mae,10,0.3614445056714986,2.222520351409912
2252,Square,44,mae,10,0.36244597549833346,2.1919350624084473
2253,Square,44,mae,10,0.3615127294910776,2.1842598915100098
2254,Square,44,mae,10,0.3620043069488961,2.0947017669677734
2255,Square,44,mae,10,0.36134831485513025,2.1402039527893066
2256,Square,44,mae,10,0.361648302947425,2.153878927230835
2257,Square,44,mae,10,0.3616000976315417,2.1174168586730957
2258,Square,44,mae,10,0.3615274178230432,2.1439967155456543
2259,Square,44,mae,10,0.3614837931929234,2.1309938430786133
2260,Square,44,mse,10,0.36076409258540104,1.1720037460327148
2261,Square,44,mse,10,0.3608272203038489,1.1983463764190674
2262,Square,44,mse,10,0.3601258652660033,1.1629095077514648
2263,Square,44,mse,10,0.3609110263838527,1.1628761291503906
2264,Square,44,mse,10,0.3607303245380663,1.1697328090667725
2265,Square,44,mse,10,0.3609654875552847,1.2258472442626953
2266,Square,44,mse,10,0.36034767975635884,1.0913805961608887
2267,Square,44,mse,10,0.360978367698625,1.3263213634490967
2268,Square,44,mse,10,0.3604610538356992,1.14164400100708
2269,Square,44,mse,10,0.359894348419657,1.08787202835083
2270,Square,44,friedman_mse,10,0.358287087772274,1.3461964130401611
2271,Square,44,friedman_mse,10,0.3571733703089534,1.2635290622711182
2272,Square,44,friedman_mse,10,0.35727844060960645,1.1057460308074951
2273,Square,44,friedman_mse,10,0.35748840277393495,1.1885154247283936
2274,Square,44,friedman_mse,10,0.3567688539781396,1.160515308380127
2275,Square,44,friedman_mse,10,0.3574196197147339,1.2230877876281738
2276,Square,44,friedman_mse,10,0.35703109990661763,1.1727826595306396
2277,Square,44,friedman_mse,10,0.35687248186789267,1.1238327026367188
2278,Square,44,friedman_mse,10,0.35733311752727664,1.136753797531128
2279,Square,44,friedman_mse,10,0.3574092404155212,1.122713565826416
2280,Square,44,axis,10,0.35076510491621815,3.092942714691162
2281,Square,44,axis,10,0.35060494730289454,2.7464823722839355
2282,Square,44,axis,10,0.35069979998505146,2.696404218673706
2283,Square,44,axis,10,0.3503051355627716,2.847615957260132
2284,Square,44,axis,10,0.35056139048969637,2.8634016513824463
2285,Square,44,axis,10,0.350307535662697,2.8211560249328613
2286,Square,44,axis,10,0.34994398786325837,2.7123658657073975
2287,Square,44,axis,10,0.3500860861385307,3.4739766120910645
2288,Square,44,axis,10,0.35052805498246625,2.8785955905914307
2289,Square,44,axis,10,0.349908859027894,2.606806755065918
2290,Square,44,oblique,10,0.3494861691372928,1.5824437141418457
2291,Square,44,oblique,10,0.34901762636934885,1.5146682262420654
2292,Square,44,oblique,10,0.34912230515924003,1.4894874095916748
2293,Square,44,oblique,10,0.34916074565731614,1.5722813606262207
2294,Square,44,oblique,10,0.3493339515075064,1.6296558380126953
2295,Square,44,oblique,10,0.34926198604727376,1.5383601188659668
2296,Square,44,oblique,10,0.34935218377372573,1.5154340267181396
2297,Square,44,oblique,10,0.3490065176133603,1.6090247631072998
2298,Square,44,oblique,10,0.3492745518800219,1.7259414196014404
2299,Square,44,oblique,10,0.34917874208040084,1.530724287033081
2300,Square,47,mae,10,0.35266226906563336,2.1763269901275635
2301,Square,47,mae,10,0.35354487533379597,2.2278592586517334
2302,Square,47,mae,10,0.3531366403003458,2.283517360687256
2303,Square,47,mae,10,0.3528212620309047,2.166193723678589
2304,Square,47,mae,10,0.3524073570286264,2.1605770587921143
2305,Square,47,mae,10,0.3532394758445622,2.200838088989258
2306,Square,47,mae,10,0.3529298745007386,2.1834521293640137
2307,Square,47,mae,10,0.3527774403927425,2.257845878601074
2308,Square,47,mae,10,0.35296778831346576,2.1789064407348633
2309,Square,47,mae,10,0.3532644664286354,2.1929402351379395
2310,Square,47,mse,10,0.35300843095688594,1.1267871856689453
2311,Square,47,mse,10,0.35365447791600546,1.1632351875305176
2312,Square,47,mse,10,0.3533134041776821,1.1536591053009033
2313,Square,47,mse,10,0.35344888651739914,1.091630458831787
2314,Square,47,mse,10,0.35320684655675877,1.0802488327026367
2315,Square,47,mse,10,0.35342311407114296,1.1244499683380127
2316,Square,47,mse,10,0.3532046771943058,1.113478660583496
2317,Square,47,mse,10,0.35370322800105647,1.1239547729492188
2318,Square,47,mse,10,0.3531635995973594,1.0822153091430664
2319,Square,47,mse,10,0.3533065161940442,1.1200623512268066
2320,Square,47,friedman_mse,10,0.354348491634073,1.1157493591308594
2321,Square,47,friedman_mse,10,0.35509638434153995,1.0889599323272705
2322,Square,47,friedman_mse,10,0.3549953667762405,1.067772626876831
2323,Square,47,friedman_mse,10,0.35536110912517244,1.1767406463623047
2324,Square,47,friedman_mse,10,0.35509785831595836,1.1017844676971436
2325,Square,47,friedman_mse,10,0.354480689173129,1.1330296993255615
2326,Square,47,friedman_mse,10,0.3557680240077807,1.0921499729156494
2327,Square,47,friedman_mse,10,0.3550369170141799,1.129309892654419
2328,Square,47,friedman_mse,10,0.35495742656420276,1.1444158554077148
2329,Square,47,friedman_mse,10,0.3544073532032713,1.0723905563354492
2330,Square,47,axis,10,0.347894156472062,2.7384228706359863
2331,Square,47,axis,10,0.34772971426702814,2.7361807823181152
2332,Square,47,axis,10,0.3483707959675372,2.794043779373169
2333,Square,47,axis,10,0.3476893908779154,2.796306610107422
2334,Square,47,axis,10,0.34699728943146024,2.7782657146453857
2335,Square,47,axis,10,0.34814027421292854,2.7722809314727783
2336,Square,47,axis,10,0.3477069745784447,2.8387961387634277
2337,Square,47,axis,10,0.3476278431263037,2.7074520587921143
2338,Square,47,axis,10,0.34779787636783244,2.9006428718566895
2339,Square,47,axis,10,0.3474854406819968,2.811671733856201
2340,Square,47,oblique,10,0.3483253150299188,1.6256520748138428
2341,Square,47,oblique,10,0.3479898638139841,1.650768518447876
2342,Square,47,oblique,10,0.34775544574707723,1.5008256435394287
2343,Square,47,oblique,10,0.3481682104214279,1.5723228454589844
2344,Square,47,oblique,10,0.34807154963943826,1.532090425491333
2345,Square,47,oblique,10,0.3480225507820375,1.61885404586792
2346,Square,47,oblique,10,0.3473654537096995,1.7498910427093506
2347,Square,47,oblique,10,0.34823222609684334,1.7692463397979736
2348,Square,47,oblique,10,0.3481553169779819,1.744560718536377
2349,Square,47,oblique,10,0.3478603664385231,1.7316648960113525
2350,Square,50,mae,10,0.35962752515791196,2.2206649780273438
2351,Square,50,mae,10,0.35906789068389333,2.2335364818573
2352,Square,50,mae,10,0.35856308941019394,2.2053377628326416
2353,Square,50,mae,10,0.3588821736570353,2.322967290878296
2354,Square,50,mae,10,0.35927131642713406,2.2735178470611572
2355,Square,50,mae,10,0.35911581497996464,2.1998348236083984
2356,Square,50,mae,10,0.3589722455670512,2.1764464378356934
2357,Square,50,mae,10,0.3579748830362108,2.205137014389038
2358,Square,50,mae,10,0.35885592198012917,2.218902111053467
2359,Square,50,mae,10,0.35833720735095753,2.1941604614257812
2360,Square,50,mse,10,0.3563664182797174,1.1061904430389404
2361,Square,50,mse,10,0.35743291425313395,1.0355284214019775
2362,Square,50,mse,10,0.35609407539557414,1.0511460304260254
2363,Square,50,mse,10,0.3569127951048286,1.1013388633728027
2364,Square,50,mse,10,0.35612638715284645,1.0888524055480957
2365,Square,50,mse,10,0.35694530272716274,1.1212146282196045
2366,Square,50,mse,10,0.35652317016397606,1.1167619228363037
2367,Square,50,mse,10,0.3569026608016196,1.0968024730682373
2368,Square,50,mse,10,0.35709170760450903,1.1457438468933105
2369,Square,50,mse,10,0.35645120254642604,1.1008493900299072
2370,Square,50,friedman_mse,10,0.35489561265670777,1.144369125366211
2371,Square,50,friedman_mse,10,0.35511827670942453,1.1248300075531006
2372,Square,50,friedman_mse,10,0.35564557754736836,1.1009628772735596
2373,Square,50,friedman_mse,10,0.35556959035748587,1.1672537326812744
2374,Square,50,friedman_mse,10,0.3551653052763195,1.1937625408172607
2375,Square,50,friedman_mse,10,0.3550852517969658,1.1561527252197266
2376,Square,50,friedman_mse,10,0.35509615425418845,1.1491940021514893
2377,Square,50,friedman_mse,10,0.35540981467782556,1.1200735569000244
2378,Square,50,friedman_mse,10,0.35550615888107046,1.1542153358459473
2379,Square,50,friedman_mse,10,0.3556913472748403,1.171602725982666
2380,Square,50,axis,10,0.34925350587399884,2.872574806213379
2381,Square,50,axis,10,0.3489870582109087,3.0445916652679443
2382,Square,50,axis,10,0.34996228984700345,2.979146718978882
2383,Square,50,axis,10,0.34893638174666286,3.058957099914551
2384,Square,50,axis,10,0.3494592048241406,3.042675256729126
2385,Square,50,axis,10,0.34931867813932643,3.3621232509613037
2386,Square,50,axis,10,0.3492326330239862,3.0581161975860596
2387,Square,50,axis,10,0.34956676604639514,2.818718433380127
2388,Square,50,axis,10,0.3495738005848245,2.9877779483795166
2389,Square,50,axis,10,0.34987599679519993,3.1136186122894287
2390,Square,50,oblique,10,0.3490241629696746,1.6688292026519775
2391,Square,50,oblique,10,0.3489322251816841,1.7499265670776367
2392,Square,50,oblique,10,0.348711329992823,1.6846470832824707
2393,Square,50,oblique,10,0.3491130721067403,1.6571319103240967
2394,Square,50,oblique,10,0.34871564110034153,1.6833491325378418
2395,Square,50,oblique,10,0.3492475394931135,1.6987805366516113
2396,Square,50,oblique,10,0.3486633458429258,1.6637258529663086
2397,Square,50,oblique,10,0.3489065406679875,1.608949899673462
2398,Square,50,oblique,10,0.34916021577949846,1.7866370677947998
2399,Square,50,oblique,10,0.3484721612302867,1.7355141639709473
2400,Multiplicative,5,mae,10,1.0962579863953357,1.1085119247436523
2401,Multiplicative,5,mae,10,1.0965105829276989,1.0931775569915771
2402,Multiplicative,5,mae,10,1.0928122722769387,1.158581256866455
2403,Multiplicative,5,mae,10,1.0903895655278883,1.3602378368377686
2404,Multiplicative,5,mae,10,1.0917728806340279,1.142019510269165
2405,Multiplicative,5,mae,10,1.0984195262609577,1.1590723991394043
2406,Multiplicative,5,mae,10,1.0896606440387528,1.182032585144043
2407,Multiplicative,5,mae,10,1.0961269346333922,1.179722785949707
2408,Multiplicative,5,mae,10,1.0858630881511997,1.1732239723205566
2409,Multiplicative,5,mae,10,1.0944317129834464,1.1862998008728027
2410,Multiplicative,5,mse,10,1.0927811476044786,1.1068482398986816
2411,Multiplicative,5,mse,10,1.1031166769813747,1.0876290798187256
2412,Multiplicative,5,mse,10,1.105035073425144,1.0682425498962402
2413,Multiplicative,5,mse,10,1.1021992484414478,1.0633049011230469
2414,Multiplicative,5,mse,10,1.0950730588476465,1.120915174484253
2415,Multiplicative,5,mse,10,1.0932092994069542,1.0858488082885742
2416,Multiplicative,5,mse,10,1.1030972566871298,1.189610481262207
2417,Multiplicative,5,mse,10,1.097886211393092,1.0902249813079834
2418,Multiplicative,5,mse,10,1.103122441865475,1.097043752670288
2419,Multiplicative,5,mse,10,1.0976651282717316,1.1124985218048096
2420,Multiplicative,5,friedman_mse,10,1.1062446114792994,1.1233093738555908
2421,Multiplicative,5,friedman_mse,10,1.1092234073121408,1.0759871006011963
2422,Multiplicative,5,friedman_mse,10,1.101563503957536,1.0781745910644531
2423,Multiplicative,5,friedman_mse,10,1.1024890738122726,1.0613605976104736
2424,Multiplicative,5,friedman_mse,10,1.1060030840785247,1.0588924884796143
2425,Multiplicative,5,friedman_mse,10,1.106366264751306,1.1280035972595215
2426,Multiplicative,5,friedman_mse,10,1.1065623584667907,1.0689551830291748
2427,Multiplicative,5,friedman_mse,10,1.101588053080766,1.1432561874389648
2428,Multiplicative,5,friedman_mse,10,1.106762460381768,1.1020851135253906
2429,Multiplicative,5,friedman_mse,10,1.102054584618767,1.1000821590423584
2430,Multiplicative,5,axis,10,1.071675468566312,1.2920546531677246
2431,Multiplicative,5,axis,10,1.0689014087215705,1.2356786727905273
2432,Multiplicative,5,axis,10,1.073004965690391,1.2532258033752441
2433,Multiplicative,5,axis,10,1.0790415740749169,1.2998991012573242
2434,Multiplicative,5,axis,10,1.0735736501651982,1.245664358139038
2435,Multiplicative,5,axis,10,1.0694427513249471,1.3809361457824707
2436,Multiplicative,5,axis,10,1.0658344498216166,1.3996222019195557
2437,Multiplicative,5,axis,10,1.0717036625312275,1.280726432800293
2438,Multiplicative,5,axis,10,1.0714227478579659,1.2339506149291992
2439,Multiplicative,5,axis,10,1.0769967296120124,1.2287585735321045
2440,Multiplicative,5,oblique,10,1.0623611687705548,1.1891252994537354
2441,Multiplicative,5,oblique,10,1.0639983483468878,0.9643449783325195
2442,Multiplicative,5,oblique,10,1.0604310523692912,1.154494285583496
2443,Multiplicative,5,oblique,10,1.0643728361439102,1.0966072082519531
2444,Multiplicative,5,oblique,10,1.0633375179333409,1.181316614151001
2445,Multiplicative,5,oblique,10,1.0588718720005885,1.177354097366333
2446,Multiplicative,5,oblique,10,1.0605921690166942,1.1235322952270508
2447,Multiplicative,5,oblique,10,1.068533411989042,1.2332568168640137
2448,Multiplicative,5,oblique,10,1.0586183598837917,1.133204460144043
2449,Multiplicative,5,oblique,10,1.0576066659804086,1.101585865020752
2450,Multiplicative,8,mae,10,1.175816813151806,1.1989967823028564
2451,Multiplicative,8,mae,10,1.1608688495072308,1.2045080661773682
2452,Multiplicative,8,mae,10,1.1788205125202829,1.2099628448486328
