,simulation,n_samples,criterion,n_dimensions,score,runtime
1027,Sine Period $4\pi$,17,friedman_mse,10,10857.295217779825,1.1102192401885986
1028,Sine Period $4\pi$,17,friedman_mse,10,10965.13367893449,1.0572843551635742
1029,Sine Period $4\pi$,17,friedman_mse,10,10900.364033801405,1.0650043487548828
1030,Sine Period $4\pi$,17,axis,10,10749.141867160517,2.0673649311065674
1031,Sine Period $4\pi$,17,axis,10,10818.52181220317,2.0428948402404785
1032,Sine Period $4\pi$,17,axis,10,10778.099144846496,2.118553876876831
1033,Sine Period $4\pi$,17,axis,10,10922.416192809771,2.1053354740142822
1034,Sine Period $4\pi$,17,axis,10,10809.680797135548,2.2029476165771484
1035,Sine Period $4\pi$,17,axis,10,10806.953724446588,2.102966785430908
1036,Sine Period $4\pi$,17,axis,10,10847.42869123536,2.116365909576416
1037,Sine Period $4\pi$,17,axis,10,10903.503729737427,2.0761971473693848
1038,Sine Period $4\pi$,17,axis,10,10758.159363230341,2.1159214973449707
1039,Sine Period $4\pi$,17,axis,10,10886.975507864094,2.107839822769165
1040,Sine Period $4\pi$,17,oblique,10,10190.812524919646,1.204477310180664
1041,Sine Period $4\pi$,17,oblique,10,10148.756136097709,1.3307135105133057
1042,Sine Period $4\pi$,17,oblique,10,10136.113810069255,1.3287360668182373
1043,Sine Period $4\pi$,17,oblique,10,10157.573145533237,1.196610927581787
1044,Sine Period $4\pi$,17,oblique,10,10207.03050868146,1.2228326797485352
1045,Sine Period $4\pi$,17,oblique,10,10221.913035891634,1.2041900157928467
1046,Sine Period $4\pi$,17,oblique,10,10158.494005618637,1.2044157981872559
1047,Sine Period $4\pi$,17,oblique,10,10171.042210325666,1.363760232925415
1048,Sine Period $4\pi$,17,oblique,10,10178.972749198601,1.1806790828704834
1049,Sine Period $4\pi$,17,oblique,10,10163.056707231088,1.1379656791687012
1050,Sine Period $4\pi$,20,mae,10,10349.670757210853,1.4029717445373535
1051,Sine Period $4\pi$,20,mae,10,10445.152901377991,1.4059216976165771
1052,Sine Period $4\pi$,20,mae,10,10374.465655778406,1.4749321937561035
1053,Sine Period $4\pi$,20,mae,10,10349.502023871075,1.4435040950775146
1054,Sine Period $4\pi$,20,mae,10,10383.069156692385,1.4375557899475098
1055,Sine Period $4\pi$,20,mae,10,10393.961069435352,1.3916778564453125
1056,Sine Period $4\pi$,20,mae,10,10372.334909267453,1.4118170738220215
1057,Sine Period $4\pi$,20,mae,10,10363.523006285675,1.4024839401245117
1058,Sine Period $4\pi$,20,mae,10,10369.670279425252,1.3996574878692627
1059,Sine Period $4\pi$,20,mae,10,10359.164135638788,1.4105234146118164
1060,Sine Period $4\pi$,20,mse,10,10424.518612805135,1.1048717498779297
1061,Sine Period $4\pi$,20,mse,10,10450.116933530768,1.0009875297546387
1062,Sine Period $4\pi$,20,mse,10,10503.819454489534,0.9569685459136963
1063,Sine Period $4\pi$,20,mse,10,10465.466386022461,1.0943667888641357
1064,Sine Period $4\pi$,20,mse,10,10418.080951647611,1.2314622402191162
1065,Sine Period $4\pi$,20,mse,10,10349.20352632383,1.0742533206939697
1066,Sine Period $4\pi$,20,mse,10,10467.991502543584,1.0985870361328125
1067,Sine Period $4\pi$,20,mse,10,10560.081439356401,1.0074396133422852
1068,Sine Period $4\pi$,20,mse,10,10489.697014406604,1.0852925777435303
1069,Sine Period $4\pi$,20,mse,10,10437.607968970315,1.076207160949707
1070,Sine Period $4\pi$,20,friedman_mse,10,10421.785156402619,1.0933725833892822
1071,Sine Period $4\pi$,20,friedman_mse,10,10477.704021567692,1.047370195388794
1072,Sine Period $4\pi$,20,friedman_mse,10,10478.235880224125,1.0768165588378906
1073,Sine Period $4\pi$,20,friedman_mse,10,10457.292814960527,1.061263084411621
1074,Sine Period $4\pi$,20,friedman_mse,10,10485.33745575327,1.0978777408599854
1075,Sine Period $4\pi$,20,friedman_mse,10,10475.611738390275,1.0606954097747803
1076,Sine Period $4\pi$,20,friedman_mse,10,10493.662025236461,1.1268973350524902
1077,Sine Period $4\pi$,20,friedman_mse,10,10457.793695212991,1.1005122661590576
1078,Sine Period $4\pi$,20,friedman_mse,10,10489.33196004629,1.0903024673461914
1079,Sine Period $4\pi$,20,friedman_mse,10,10430.237397857369,1.0414774417877197
1080,Sine Period $4\pi$,20,axis,10,10462.571096960695,2.342978000640869
1081,Sine Period $4\pi$,20,axis,10,10409.050875935294,2.2882425785064697
1082,Sine Period $4\pi$,20,axis,10,10456.3861121929,2.247032880783081
1083,Sine Period $4\pi$,20,axis,10,10478.375965373703,2.27956223487854
1084,Sine Period $4\pi$,20,axis,10,10444.716947977946,2.26077938079834
1085,Sine Period $4\pi$,20,axis,10,10396.989131440521,2.1535792350769043
1086,Sine Period $4\pi$,20,axis,10,10369.352751422999,1.7950549125671387
1087,Sine Period $4\pi$,20,axis,10,10451.951695209329,2.2577571868896484
1088,Sine Period $4\pi$,20,axis,10,10553.119243890196,2.1362760066986084
1089,Sine Period $4\pi$,20,axis,10,10462.107906886853,2.3015146255493164
1090,Sine Period $4\pi$,20,oblique,10,9737.129170884857,1.281348466873169
1091,Sine Period $4\pi$,20,oblique,10,9717.360639273049,1.232222557067871
1092,Sine Period $4\pi$,20,oblique,10,9729.996346234444,1.2432193756103516
1093,Sine Period $4\pi$,20,oblique,10,9747.185599327891,1.2394826412200928
1094,Sine Period $4\pi$,20,oblique,10,9718.389876318117,1.2045245170593262
1095,Sine Period $4\pi$,20,oblique,10,9730.27013439724,1.2938525676727295
1096,Sine Period $4\pi$,20,oblique,10,9721.434082055352,1.3107497692108154
1097,Sine Period $4\pi$,20,oblique,10,9733.137660616489,1.2862622737884521
1098,Sine Period $4\pi$,20,oblique,10,9703.453834081432,1.261240005493164
1099,Sine Period $4\pi$,20,oblique,10,9723.72297011033,1.225837230682373
1100,Sine Period $4\pi$,23,mae,10,10339.945197112505,1.4644498825073242
1101,Sine Period $4\pi$,23,mae,10,10245.569353065293,1.5219945907592773
1102,Sine Period $4\pi$,23,mae,10,10413.775504162153,1.5456397533416748
1103,Sine Period $4\pi$,23,mae,10,10316.215079815589,1.4664256572723389
1104,Sine Period $4\pi$,23,mae,10,10473.242949821944,1.4677090644836426
1105,Sine Period $4\pi$,23,mae,10,10360.821663175191,1.5654125213623047
1106,Sine Period $4\pi$,23,mae,10,10443.850491168345,1.4834883213043213
1107,Sine Period $4\pi$,23,mae,10,10420.147648434504,1.5516963005065918
1108,Sine Period $4\pi$,23,mae,10,10363.75327676554,1.5002038478851318
1109,Sine Period $4\pi$,23,mae,10,10357.624944014251,1.5170550346374512
1110,Sine Period $4\pi$,23,mse,10,10477.431327054119,1.0806715488433838
1111,Sine Period $4\pi$,23,mse,10,10493.625377119237,1.1120524406433105
1112,Sine Period $4\pi$,23,mse,10,10489.645256289235,1.0999631881713867
1113,Sine Period $4\pi$,23,mse,10,10423.115775630566,1.1075119972229004
1114,Sine Period $4\pi$,23,mse,10,10458.733107745753,1.1400208473205566
1115,Sine Period $4\pi$,23,mse,10,10403.669953472465,1.116093635559082
1116,Sine Period $4\pi$,23,mse,10,10536.927351555343,1.133521556854248
1117,Sine Period $4\pi$,23,mse,10,10544.011141167939,1.1671524047851562
1118,Sine Period $4\pi$,23,mse,10,10443.087276882161,1.229492425918579
1119,Sine Period $4\pi$,23,mse,10,10422.582171427284,1.13553786277771
1120,Sine Period $4\pi$,23,friedman_mse,10,10422.055388137405,1.1260385513305664
1121,Sine Period $4\pi$,23,friedman_mse,10,10433.233640827199,1.1767852306365967
1122,Sine Period $4\pi$,23,friedman_mse,10,10370.636281446323,1.1002838611602783
1123,Sine Period $4\pi$,23,friedman_mse,10,10528.117005344877,1.1098668575286865
1124,Sine Period $4\pi$,23,friedman_mse,10,10407.703139251802,1.2739324569702148
1125,Sine Period $4\pi$,23,friedman_mse,10,10544.887017242898,1.2618272304534912
1126,Sine Period $4\pi$,23,friedman_mse,10,10319.551791770129,1.0486443042755127
1127,Sine Period $4\pi$,23,friedman_mse,10,10522.242304647165,1.1167311668395996
1128,Sine Period $4\pi$,23,friedman_mse,10,10522.828360913649,1.1996548175811768
1129,Sine Period $4\pi$,23,friedman_mse,10,10434.928666113245,1.154820442199707
1130,Sine Period $4\pi$,23,axis,10,10401.092844957406,2.6040117740631104
1131,Sine Period $4\pi$,23,axis,10,10482.538494456216,2.730264186859131
1132,Sine Period $4\pi$,23,axis,10,10453.156128561057,2.698042154312134
1133,Sine Period $4\pi$,23,axis,10,10535.191186449241,2.5793709754943848
1134,Sine Period $4\pi$,23,axis,10,10397.999095690808,2.6904516220092773
1135,Sine Period $4\pi$,23,axis,10,10431.486356192701,2.775212526321411
1136,Sine Period $4\pi$,23,axis,10,10403.899067888588,2.9869489669799805
1137,Sine Period $4\pi$,23,axis,10,10517.411657742274,2.7891602516174316
1138,Sine Period $4\pi$,23,axis,10,10563.71559116396,2.8238871097564697
1139,Sine Period $4\pi$,23,axis,10,10398.462116994564,2.592482805252075
1140,Sine Period $4\pi$,23,oblique,10,9722.460554289075,1.3125414848327637
1141,Sine Period $4\pi$,23,oblique,10,9804.231756560977,1.49171781539917
1142,Sine Period $4\pi$,23,oblique,10,9731.965186751022,1.396801471710205
1143,Sine Period $4\pi$,23,oblique,10,9813.168804100515,1.3673570156097412
1144,Sine Period $4\pi$,23,oblique,10,9803.191973419123,1.321768045425415
1145,Sine Period $4\pi$,23,oblique,10,9697.806010816721,1.4185433387756348
1146,Sine Period $4\pi$,23,oblique,10,9791.908212407829,1.2942276000976562
1147,Sine Period $4\pi$,23,oblique,10,9824.033252346833,1.3681905269622803
1148,Sine Period $4\pi$,23,oblique,10,9795.351168853962,1.3540995121002197
1149,Sine Period $4\pi$,23,oblique,10,9760.632656931042,1.2749028205871582
1150,Sine Period $4\pi$,26,mae,10,10484.73420827161,1.6021647453308105
1151,Sine Period $4\pi$,26,mae,10,10337.551348131417,1.556960105895996
1152,Sine Period $4\pi$,26,mae,10,10471.298996461997,1.5513110160827637
1153,Sine Period $4\pi$,26,mae,10,10360.752366751982,1.640817642211914
1154,Sine Period $4\pi$,26,mae,10,10398.525411485765,1.6145374774932861
1155,Sine Period $4\pi$,26,mae,10,10441.606206463239,1.558319330215454
1156,Sine Period $4\pi$,26,mae,10,10398.017194740009,1.532195806503296
1157,Sine Period $4\pi$,26,mae,10,10407.88134270933,1.7486083507537842
1158,Sine Period $4\pi$,26,mae,10,10376.195266627343,1.6544239521026611
1159,Sine Period $4\pi$,26,mae,10,10402.91676454771,1.5948667526245117
1160,Sine Period $4\pi$,26,mse,10,10344.186865658194,1.1330020427703857
1161,Sine Period $4\pi$,26,mse,10,10453.040050560525,1.179466724395752
1162,Sine Period $4\pi$,26,mse,10,10500.628783039214,1.0834884643554688
1163,Sine Period $4\pi$,26,mse,10,10450.918743652172,1.1076874732971191
1164,Sine Period $4\pi$,26,mse,10,10455.498388930202,1.1216034889221191
1165,Sine Period $4\pi$,26,mse,10,10537.481906171268,1.130061149597168
1166,Sine Period $4\pi$,26,mse,10,10432.942059840483,1.0790438652038574
1167,Sine Period $4\pi$,26,mse,10,10498.527983541147,1.113935947418213
1168,Sine Period $4\pi$,26,mse,10,10494.326587650115,1.2115118503570557
1169,Sine Period $4\pi$,26,mse,10,10550.003426296124,1.1266860961914062
1170,Sine Period $4\pi$,26,friedman_mse,10,10524.034266021828,1.2469046115875244
1171,Sine Period $4\pi$,26,friedman_mse,10,10562.125384495173,1.1579616069793701
1172,Sine Period $4\pi$,26,friedman_mse,10,10502.434961655425,1.0858728885650635
1173,Sine Period $4\pi$,26,friedman_mse,10,10431.07036847938,1.2200825214385986
1174,Sine Period $4\pi$,26,friedman_mse,10,10550.718249300464,1.1491725444793701
1175,Sine Period $4\pi$,26,friedman_mse,10,10491.685324928281,1.085982084274292
1176,Sine Period $4\pi$,26,friedman_mse,10,10592.134985281735,1.1685361862182617
1177,Sine Period $4\pi$,26,friedman_mse,10,10547.2564071144,1.1400809288024902
1178,Sine Period $4\pi$,26,friedman_mse,10,10543.045726179418,1.050250768661499
1179,Sine Period $4\pi$,26,friedman_mse,10,10429.737220227877,1.1758897304534912
1180,Sine Period $4\pi$,26,axis,10,10612.718559549308,3.1534535884857178
1181,Sine Period $4\pi$,26,axis,10,10307.508513453238,3.092722177505493
1182,Sine Period $4\pi$,26,axis,10,10467.409682817513,2.882276773452759
1183,Sine Period $4\pi$,26,axis,10,10469.691912080034,2.851163625717163
1184,Sine Period $4\pi$,26,axis,10,10462.172652961852,2.9379701614379883
1185,Sine Period $4\pi$,26,axis,10,10429.863965793742,3.0188844203948975
1186,Sine Period $4\pi$,26,axis,10,10533.0094979323,2.9657962322235107
1187,Sine Period $4\pi$,26,axis,10,10431.81967268161,2.915738105773926
1188,Sine Period $4\pi$,26,axis,10,10460.027173554863,2.848794460296631
1189,Sine Period $4\pi$,26,axis,10,10442.678934876025,2.8364546298980713
1190,Sine Period $4\pi$,26,oblique,10,9765.201664106953,1.3933029174804688
1191,Sine Period $4\pi$,26,oblique,10,9807.906735417051,1.5937089920043945
1192,Sine Period $4\pi$,26,oblique,10,9844.622147501907,1.379415512084961
1193,Sine Period $4\pi$,26,oblique,10,9800.808343994582,1.5447559356689453
1194,Sine Period $4\pi$,26,oblique,10,9796.108989825343,1.4692621231079102
1195,Sine Period $4\pi$,26,oblique,10,9782.892039772381,1.5385684967041016
1196,Sine Period $4\pi$,26,oblique,10,9754.94609928627,1.3347499370574951
1197,Sine Period $4\pi$,26,oblique,10,9824.455470304958,1.4045257568359375
1198,Sine Period $4\pi$,26,oblique,10,9879.676534940723,1.323305368423462
1199,Sine Period $4\pi$,26,oblique,10,9773.079489230267,1.3670539855957031
1200,Sine Period $4\pi$,29,mae,10,11267.036978361695,1.7512116432189941
1201,Sine Period $4\pi$,29,mae,10,11307.652076188891,1.5902578830718994
1202,Sine Period $4\pi$,29,mae,10,11341.460227968208,1.5533185005187988
1203,Sine Period $4\pi$,29,mae,10,11390.730305470554,1.606233835220337
1204,Sine Period $4\pi$,29,mae,10,11454.867261978014,1.558960199356079
1205,Sine Period $4\pi$,29,mae,10,11234.000144260128,1.655501365661621
1206,Sine Period $4\pi$,29,mae,10,11236.283754891174,1.6666572093963623
1207,Sine Period $4\pi$,29,mae,10,11452.332704124194,1.5778729915618896
1208,Sine Period $4\pi$,29,mae,10,11237.241905636036,1.601984977722168
1209,Sine Period $4\pi$,29,mae,10,11293.34075538514,1.6374611854553223
1210,Sine Period $4\pi$,29,mse,10,11568.861572556309,1.1431763172149658
1211,Sine Period $4\pi$,29,mse,10,11637.258197528246,1.2157387733459473
1212,Sine Period $4\pi$,29,mse,10,11639.21584626631,1.07350492477417
1213,Sine Period $4\pi$,29,mse,10,11668.309702183149,1.0998928546905518
1214,Sine Period $4\pi$,29,mse,10,11609.735914576531,1.1180436611175537
1215,Sine Period $4\pi$,29,mse,10,11671.185928017712,1.0944528579711914
1216,Sine Period $4\pi$,29,mse,10,11575.325390988259,1.1504437923431396
1217,Sine Period $4\pi$,29,mse,10,11546.919798095605,1.1045849323272705
1218,Sine Period $4\pi$,29,mse,10,11650.273021406456,1.0789270401000977
1219,Sine Period $4\pi$,29,mse,10,11562.06210143703,1.0159523487091064
1220,Sine Period $4\pi$,29,friedman_mse,10,11656.783177833076,1.0977044105529785
1221,Sine Period $4\pi$,29,friedman_mse,10,11523.241988513595,1.1405646800994873
1222,Sine Period $4\pi$,29,friedman_mse,10,11538.826280992209,0.9426827430725098
1223,Sine Period $4\pi$,29,friedman_mse,10,11685.715618027098,1.0720837116241455
1224,Sine Period $4\pi$,29,friedman_mse,10,11680.096408765245,1.0962648391723633
1225,Sine Period $4\pi$,29,friedman_mse,10,11658.838350851194,1.0752809047698975
1226,Sine Period $4\pi$,29,friedman_mse,10,11521.039115777867,1.0964031219482422
1227,Sine Period $4\pi$,29,friedman_mse,10,11613.771208571708,1.0663738250732422
1228,Sine Period $4\pi$,29,friedman_mse,10,11606.203161840025,1.0888149738311768
1229,Sine Period $4\pi$,29,friedman_mse,10,11639.662312236955,1.0652244091033936
1230,Sine Period $4\pi$,29,axis,10,11627.634632674659,2.962503671646118
1231,Sine Period $4\pi$,29,axis,10,11508.382528591763,3.0167784690856934
1232,Sine Period $4\pi$,29,axis,10,11643.409318553508,3.1487061977386475
1233,Sine Period $4\pi$,29,axis,10,11600.254011612198,3.0643599033355713
1234,Sine Period $4\pi$,29,axis,10,11684.631017978167,3.083937644958496
1235,Sine Period $4\pi$,29,axis,10,11595.792837703168,2.948748826980591
1236,Sine Period $4\pi$,29,axis,10,11697.840467950364,3.0041697025299072
1237,Sine Period $4\pi$,29,axis,10,11573.68887539378,3.267101764678955
1238,Sine Period $4\pi$,29,axis,10,11543.238207281363,3.1063315868377686
1239,Sine Period $4\pi$,29,axis,10,11656.001847041263,3.110426187515259
1240,Sine Period $4\pi$,29,oblique,10,9866.953775268099,1.552718162536621
1241,Sine Period $4\pi$,29,oblique,10,9914.284122938474,1.5221121311187744
1242,Sine Period $4\pi$,29,oblique,10,9884.975773933436,1.4611618518829346
1243,Sine Period $4\pi$,29,oblique,10,9852.168797969567,1.3852074146270752
1244,Sine Period $4\pi$,29,oblique,10,9894.664430525012,1.5220940113067627
1245,Sine Period $4\pi$,29,oblique,10,9887.416111914803,1.3526310920715332
1246,Sine Period $4\pi$,29,oblique,10,9932.553171176467,1.3276498317718506
1247,Sine Period $4\pi$,29,oblique,10,9920.572620507734,1.4589192867279053
1248,Sine Period $4\pi$,29,oblique,10,9873.512621028869,1.334197998046875
1249,Sine Period $4\pi$,29,oblique,10,9913.856662772276,1.3525538444519043
1250,Sine Period $4\pi$,32,mae,10,11121.132574064288,1.767850399017334
1251,Sine Period $4\pi$,32,mae,10,11198.177198942733,1.737929105758667
1252,Sine Period $4\pi$,32,mae,10,11177.111391928946,1.7103054523468018
1253,Sine Period $4\pi$,32,mae,10,11172.891864693966,1.7741270065307617
1254,Sine Period $4\pi$,32,mae,10,11086.66247843281,1.744821310043335
1255,Sine Period $4\pi$,32,mae,10,11152.37884390529,1.8115780353546143
1256,Sine Period $4\pi$,32,mae,10,11067.649403943888,1.6858808994293213
1257,Sine Period $4\pi$,32,mae,10,11145.35604357036,1.7228262424468994
1258,Sine Period $4\pi$,32,mae,10,11029.300227328034,1.6762239933013916
1259,Sine Period $4\pi$,32,mae,10,11024.182843268423,1.7260241508483887
1260,Sine Period $4\pi$,32,mse,10,11074.952539989315,1.1743135452270508
1261,Sine Period $4\pi$,32,mse,10,11011.558150358684,1.1309096813201904
1262,Sine Period $4\pi$,32,mse,10,11113.108130811323,1.2101695537567139
1263,Sine Period $4\pi$,32,mse,10,11098.455255412144,1.2628090381622314
1264,Sine Period $4\pi$,32,mse,10,11103.813497315121,1.3565316200256348
1265,Sine Period $4\pi$,32,mse,10,11199.10679563746,1.1011536121368408
1266,Sine Period $4\pi$,32,mse,10,11144.929448393994,1.0725128650665283
1267,Sine Period $4\pi$,32,mse,10,11164.683279526522,1.0216701030731201
1268,Sine Period $4\pi$,32,mse,10,11329.282106257666,1.16796875
1269,Sine Period $4\pi$,32,mse,10,11261.280816369928,1.1043622493743896
1270,Sine Period $4\pi$,32,friedman_mse,10,11179.21711934639,1.121185064315796
1271,Sine Period $4\pi$,32,friedman_mse,10,11284.86477164281,1.160038948059082
1272,Sine Period $4\pi$,32,friedman_mse,10,11276.82048970641,1.1060051918029785
1273,Sine Period $4\pi$,32,friedman_mse,10,11238.72564074826,1.1264536380767822
1274,Sine Period $4\pi$,32,friedman_mse,10,11297.172491079084,1.2796001434326172
1275,Sine Period $4\pi$,32,friedman_mse,10,11221.889042550605,1.0948877334594727
1276,Sine Period $4\pi$,32,friedman_mse,10,11200.01191670883,1.1661911010742188
1277,Sine Period $4\pi$,32,friedman_mse,10,11164.790586280102,1.120830774307251
1278,Sine Period $4\pi$,32,friedman_mse,10,11385.491553898642,1.1593458652496338
1279,Sine Period $4\pi$,32,friedman_mse,10,11088.435448796317,1.247551441192627
1280,Sine Period $4\pi$,32,axis,10,11206.225645544557,3.2722065448760986
1281,Sine Period $4\pi$,32,axis,10,11073.225229596625,3.5522985458374023
1282,Sine Period $4\pi$,32,axis,10,11009.566624128749,3.580752372741699
1283,Sine Period $4\pi$,32,axis,10,11102.62025268696,3.4049088954925537
1284,Sine Period $4\pi$,32,axis,10,11123.842877957755,3.318268060684204
1285,Sine Period $4\pi$,32,axis,10,11088.105107673482,3.280139446258545
1286,Sine Period $4\pi$,32,axis,10,11187.38872788083,3.824749708175659
1287,Sine Period $4\pi$,32,axis,10,11172.065101497345,3.443638563156128
1288,Sine Period $4\pi$,32,axis,10,11200.160983541655,3.3613502979278564
1289,Sine Period $4\pi$,32,axis,10,11295.511028168037,3.2871932983398438
1290,Sine Period $4\pi$,32,oblique,10,9981.718650749144,1.3681564331054688
1291,Sine Period $4\pi$,32,oblique,10,9931.45696563128,1.3725907802581787
1292,Sine Period $4\pi$,32,oblique,10,10002.244411801292,1.4420273303985596
1293,Sine Period $4\pi$,32,oblique,10,9964.804424467497,1.402350902557373
1294,Sine Period $4\pi$,32,oblique,10,9924.663429615448,1.5087831020355225
1295,Sine Period $4\pi$,32,oblique,10,9961.744949863372,1.4244897365570068
1296,Sine Period $4\pi$,32,oblique,10,9976.987766526663,1.4384567737579346
1297,Sine Period $4\pi$,32,oblique,10,9938.561867325674,1.50807785987854
1298,Sine Period $4\pi$,32,oblique,10,9953.513517095054,1.3947811126708984
1299,Sine Period $4\pi$,32,oblique,10,9965.955876525248,1.3978867530822754
1300,Sine Period $4\pi$,35,mae,10,9980.5172874963,1.7713656425476074
1301,Sine Period $4\pi$,35,mae,10,10004.963915513075,1.764937162399292
1302,Sine Period $4\pi$,35,mae,10,9980.31189074495,1.7103419303894043
1303,Sine Period $4\pi$,35,mae,10,9981.465474871318,1.8026845455169678
1304,Sine Period $4\pi$,35,mae,10,10026.449624921142,1.7263925075531006
1305,Sine Period $4\pi$,35,mae,10,9925.7002899449,1.7581145763397217
1306,Sine Period $4\pi$,35,mae,10,10024.480346771892,1.7375380992889404
1307,Sine Period $4\pi$,35,mae,10,10022.174604632888,1.60819673538208
1308,Sine Period $4\pi$,35,mae,10,9954.04288915757,1.686340570449829
1309,Sine Period $4\pi$,35,mae,10,9991.586064506078,1.763256549835205
1310,Sine Period $4\pi$,35,mse,10,10136.114129759128,1.0910134315490723
1311,Sine Period $4\pi$,35,mse,10,10086.428162240863,1.1497910022735596
1312,Sine Period $4\pi$,35,mse,10,10118.90750044917,1.189544677734375
1313,Sine Period $4\pi$,35,mse,10,10093.653429842892,0.965949296951294
1314,Sine Period $4\pi$,35,mse,10,10056.664975739073,1.1383438110351562
1315,Sine Period $4\pi$,35,mse,10,10089.52130103033,1.1116676330566406
1316,Sine Period $4\pi$,35,mse,10,10091.420700354234,1.1097605228424072
1317,Sine Period $4\pi$,35,mse,10,10095.478051651311,1.2486968040466309
1318,Sine Period $4\pi$,35,mse,10,10114.859647321278,1.104996919631958
1319,Sine Period $4\pi$,35,mse,10,10047.245238994776,1.0949859619140625
1320,Sine Period $4\pi$,35,friedman_mse,10,10091.566660346967,1.1012022495269775
1321,Sine Period $4\pi$,35,friedman_mse,10,10167.348390182324,1.0947613716125488
1322,Sine Period $4\pi$,35,friedman_mse,10,10145.369197719661,1.1588878631591797
1323,Sine Period $4\pi$,35,friedman_mse,10,10087.830970130355,1.1149258613586426
1324,Sine Period $4\pi$,35,friedman_mse,10,10059.817337749466,1.1130540370941162
1325,Sine Period $4\pi$,35,friedman_mse,10,10096.467274602534,1.1336703300476074
1326,Sine Period $4\pi$,35,friedman_mse,10,10093.08913250149,1.080739974975586
1327,Sine Period $4\pi$,35,friedman_mse,10,10067.977702394639,1.1814384460449219
1328,Sine Period $4\pi$,35,friedman_mse,10,10128.288254505844,1.0864665508270264
1329,Sine Period $4\pi$,35,friedman_mse,10,10065.201220944227,1.1174352169036865
1330,Sine Period $4\pi$,35,axis,10,10094.353120130441,3.895206928253174
1331,Sine Period $4\pi$,35,axis,10,10136.197773201966,3.3845343589782715
1332,Sine Period $4\pi$,35,axis,10,10086.379241520304,3.304713249206543
1333,Sine Period $4\pi$,35,axis,10,10077.962691195533,3.503615617752075
1334,Sine Period $4\pi$,35,axis,10,10065.154411839714,3.4327309131622314
1335,Sine Period $4\pi$,35,axis,10,10058.92171143062,3.3329198360443115
1336,Sine Period $4\pi$,35,axis,10,10085.10448590532,3.4404101371765137
1337,Sine Period $4\pi$,35,axis,10,10121.192551119277,3.574659585952759
1338,Sine Period $4\pi$,35,axis,10,10064.070591234204,3.4595274925231934
1339,Sine Period $4\pi$,35,axis,10,10112.673914922616,3.4661848545074463
1340,Sine Period $4\pi$,35,oblique,10,9655.95886094555,1.4376707077026367
1341,Sine Period $4\pi$,35,oblique,10,9658.231330953084,1.5129485130310059
1342,Sine Period $4\pi$,35,oblique,10,9645.350118951683,1.4088995456695557
1343,Sine Period $4\pi$,35,oblique,10,9660.226455101783,1.4710485935211182
1344,Sine Period $4\pi$,35,oblique,10,9650.10005683776,1.4979264736175537
1345,Sine Period $4\pi$,35,oblique,10,9639.749632408106,1.6234331130981445
1346,Sine Period $4\pi$,35,oblique,10,9661.849277328287,1.6136586666107178
1347,Sine Period $4\pi$,35,oblique,10,9647.529639686327,1.4978704452514648
1348,Sine Period $4\pi$,35,oblique,10,9646.800811416342,1.5093650817871094
1349,Sine Period $4\pi$,35,oblique,10,9656.894063749136,1.6060755252838135
1350,Sine Period $4\pi$,38,mae,10,10748.91825104208,1.877084732055664
1351,Sine Period $4\pi$,38,mae,10,10828.905898651376,1.8694424629211426
1352,Sine Period $4\pi$,38,mae,10,10818.794559311786,1.7986118793487549
1353,Sine Period $4\pi$,38,mae,10,10822.978427294378,1.853907585144043
1354,Sine Period $4\pi$,38,mae,10,10805.333795073246,1.8540863990783691
1355,Sine Period $4\pi$,38,mae,10,10849.103191883078,1.8764605522155762
1356,Sine Period $4\pi$,38,mae,10,10786.003035646716,1.9181973934173584
1357,Sine Period $4\pi$,38,mae,10,10810.220525954759,1.8758273124694824
1358,Sine Period $4\pi$,38,mae,10,10739.909442916205,1.8652849197387695
1359,Sine Period $4\pi$,38,mae,10,10804.222798284962,1.8656136989593506
1360,Sine Period $4\pi$,38,mse,10,10826.984961591545,1.1528902053833008
1361,Sine Period $4\pi$,38,mse,10,10777.310542699066,1.1468279361724854
1362,Sine Period $4\pi$,38,mse,10,10901.622201967042,1.0914044380187988
1363,Sine Period $4\pi$,38,mse,10,10929.320957181579,1.107635736465454
1364,Sine Period $4\pi$,38,mse,10,10871.776264271659,1.1484835147857666
1365,Sine Period $4\pi$,38,mse,10,10943.715663963147,1.1827812194824219
1366,Sine Period $4\pi$,38,mse,10,10926.517726628135,1.1080915927886963
1367,Sine Period $4\pi$,38,mse,10,10861.244726219482,1.1796200275421143
1368,Sine Period $4\pi$,38,mse,10,10958.098831023783,1.221513271331787
1369,Sine Period $4\pi$,38,mse,10,11046.084639836366,1.2322242259979248
1370,Sine Period $4\pi$,38,friedman_mse,10,10925.66536981956,1.1904070377349854
1371,Sine Period $4\pi$,38,friedman_mse,10,10920.72037755219,1.2094671726226807
1372,Sine Period $4\pi$,38,friedman_mse,10,10940.539324455669,1.183870553970337
1373,Sine Period $4\pi$,38,friedman_mse,10,10930.26450244684,1.19459867477417
1374,Sine Period $4\pi$,38,friedman_mse,10,10983.315659662554,1.1486647129058838
1375,Sine Period $4\pi$,38,friedman_mse,10,10964.85899351181,1.2139723300933838
1376,Sine Period $4\pi$,38,friedman_mse,10,10974.137318961091,1.125319242477417
1377,Sine Period $4\pi$,38,friedman_mse,10,10959.068209016528,1.0964298248291016
