,sim,n_samples,n_dim,split,mse
578,spiral_sim,30,2,oblique,0.6497942654112655
579,spiral_sim,30,2,oblique,1.4822317767851811
580,cub_sim,30,3,oblique,453.7313935584426
581,cub_sim,30,3,oblique,935.893448534969
582,cub_sim,30,3,oblique,209.5663034770816
583,cub_sim,30,3,oblique,489.6856501036311
584,cub_sim,30,3,oblique,531.8226623170626
585,cub_sim,30,3,oblique,1023.4684735455293
586,cub_sim,30,3,oblique,363.4871160877935
587,cub_sim,30,3,oblique,253.36069739938708
588,cub_sim,30,3,oblique,865.3973743036743
589,cub_sim,30,3,oblique,36.44665857498172
590,spiral_sim,30,3,oblique,2.157101399995534
591,spiral_sim,30,3,oblique,1.2401552206278459
592,spiral_sim,30,3,oblique,1.0342097307899274
593,spiral_sim,30,3,oblique,2.1882189711342415
594,spiral_sim,30,3,oblique,0.8860111101687895
595,spiral_sim,30,3,oblique,0.8746276622965997
596,spiral_sim,30,3,oblique,1.4581729876752214
597,spiral_sim,30,3,oblique,1.537266259357426
598,spiral_sim,30,3,oblique,1.7213727216760426
599,spiral_sim,30,3,oblique,1.0357271889532895
600,cub_sim,30,4,oblique,7516.28798521301
601,cub_sim,30,4,oblique,5400.948872457697
602,cub_sim,30,4,oblique,4546.609388151011
603,cub_sim,30,4,oblique,422.0497572560505
604,cub_sim,30,4,oblique,1623.9545450304502
605,cub_sim,30,4,oblique,1981.7104003031543
606,cub_sim,30,4,oblique,800.6085488490407
607,cub_sim,30,4,oblique,901.788655559734
608,cub_sim,30,4,oblique,1396.1556917400665
609,cub_sim,30,4,oblique,1824.6756626592482
610,spiral_sim,30,4,oblique,0.24791625019937896
611,spiral_sim,30,4,oblique,0.385732780557975
612,spiral_sim,30,4,oblique,2.5578733923756176
613,spiral_sim,30,4,oblique,2.02443360251572
614,spiral_sim,30,4,oblique,1.3426075560407265
615,spiral_sim,30,4,oblique,1.1356607981383091
616,spiral_sim,30,4,oblique,1.1880865040259758
617,spiral_sim,30,4,oblique,2.5416134715312904
618,spiral_sim,30,4,oblique,3.6531820022350727
619,spiral_sim,30,4,oblique,2.559421409467459
620,cub_sim,30,5,oblique,1374.079025339541
621,cub_sim,30,5,oblique,13123.868681766435
622,cub_sim,30,5,oblique,3560.348054926894
623,cub_sim,30,5,oblique,967.6283874148461
624,cub_sim,30,5,oblique,11562.793024226712
625,cub_sim,30,5,oblique,381.1389269496003
626,cub_sim,30,5,oblique,7565.164734603872
627,cub_sim,30,5,oblique,4105.003006078196
628,cub_sim,30,5,oblique,5144.679008548528
629,cub_sim,30,5,oblique,383.6386596079099
630,spiral_sim,30,5,oblique,1.2191846423088286
631,spiral_sim,30,5,oblique,1.347441858328287
632,spiral_sim,30,5,oblique,0.9574094332297185
633,spiral_sim,30,5,oblique,3.626387255191844
634,spiral_sim,30,5,oblique,2.549273318995471
635,spiral_sim,30,5,oblique,1.8074029450918967
636,spiral_sim,30,5,oblique,2.6851595319104455
637,spiral_sim,30,5,oblique,1.563580522268042
638,spiral_sim,30,5,oblique,1.1388743252177644
639,spiral_sim,30,5,oblique,3.560132831035756
640,cub_sim,30,6,oblique,7854.774693109162
641,cub_sim,30,6,oblique,248.24010097481158
642,cub_sim,30,6,oblique,1973.7599332836546
643,cub_sim,30,6,oblique,2632.4444355613914
644,cub_sim,30,6,oblique,11125.478409619704
645,cub_sim,30,6,oblique,5452.792105523362
646,cub_sim,30,6,oblique,4001.8353697394696
647,cub_sim,30,6,oblique,2428.059985482213
648,cub_sim,30,6,oblique,2432.5240393997688
649,cub_sim,30,6,oblique,1358.2318178394983
650,spiral_sim,30,6,oblique,1.9021458329233742
651,spiral_sim,30,6,oblique,2.3903760502223226
652,spiral_sim,30,6,oblique,5.063762808935542
653,spiral_sim,30,6,oblique,2.584709033786119
654,spiral_sim,30,6,oblique,3.1667681748211054
655,spiral_sim,30,6,oblique,2.678561443424082
656,spiral_sim,30,6,oblique,1.9224360771368991
657,spiral_sim,30,6,oblique,4.805235423589966
658,spiral_sim,30,6,oblique,1.3123752463242317
659,spiral_sim,30,6,oblique,0.9525910511242323
660,cub_sim,30,7,oblique,10775.45981230655
661,cub_sim,30,7,oblique,792.3003956398182
662,cub_sim,30,7,oblique,893.593436019307
663,cub_sim,30,7,oblique,436.894429046366
664,cub_sim,30,7,oblique,4330.126239818988
665,cub_sim,30,7,oblique,24420.399093302396
666,cub_sim,30,7,oblique,5392.411625293898
667,cub_sim,30,7,oblique,3475.5946828388774
668,cub_sim,30,7,oblique,4762.637076554048
669,cub_sim,30,7,oblique,1598.8173498860806
670,spiral_sim,30,7,oblique,3.4780326844370175
671,spiral_sim,30,7,oblique,2.115869244264401
672,spiral_sim,30,7,oblique,1.421005284944176
673,spiral_sim,30,7,oblique,6.968715248821983
674,spiral_sim,30,7,oblique,2.0462483259285147
675,spiral_sim,30,7,oblique,3.674003158250651
676,spiral_sim,30,7,oblique,2.2511122131530183
677,spiral_sim,30,7,oblique,3.1630656448475514
678,spiral_sim,30,7,oblique,3.599383093619833
679,spiral_sim,30,7,oblique,3.8488192864902473
680,cub_sim,30,8,oblique,350.34062401725686
681,cub_sim,30,8,oblique,6038.738227710816
682,cub_sim,30,8,oblique,968.7149280992268
683,cub_sim,30,8,oblique,28261.10156521836
684,cub_sim,30,8,oblique,2071.234957432551
685,cub_sim,30,8,oblique,1021.4182146785873
686,cub_sim,30,8,oblique,177.56793389380633
687,cub_sim,30,8,oblique,11943.828715182926
688,cub_sim,30,8,oblique,777.4038701470412
689,cub_sim,30,8,oblique,93.20099280275282
690,spiral_sim,30,8,oblique,3.7580887392051765
691,spiral_sim,30,8,oblique,3.2947064541713136
692,spiral_sim,30,8,oblique,3.6755263278330066
693,spiral_sim,30,8,oblique,3.130520602293579
694,spiral_sim,30,8,oblique,2.5629214367993405
695,spiral_sim,30,8,oblique,2.8869807245807975
696,spiral_sim,30,8,oblique,3.8239765996611506
697,spiral_sim,30,8,oblique,7.220184146105797
698,spiral_sim,30,8,oblique,3.39496494549684
699,spiral_sim,30,8,oblique,0.7655433769431358
700,cub_sim,30,9,oblique,597.1244380255195
701,cub_sim,30,9,oblique,1242.5788170775186
702,cub_sim,30,9,oblique,2130.0043784446248
703,cub_sim,30,9,oblique,628.6705302452475
704,cub_sim,30,9,oblique,1078.842984147802
705,cub_sim,30,9,oblique,24509.930854449045
706,cub_sim,30,9,oblique,7008.079406270046
707,cub_sim,30,9,oblique,12472.685644562122
708,cub_sim,30,9,oblique,11946.61251496252
709,cub_sim,30,9,oblique,7359.992420065574
710,spiral_sim,30,9,oblique,3.614985823620667
711,spiral_sim,30,9,oblique,4.098105169781538
712,spiral_sim,30,9,oblique,4.483091186665595
713,spiral_sim,30,9,oblique,3.7321601908320514
714,spiral_sim,30,9,oblique,5.7350324356636415
715,spiral_sim,30,9,oblique,3.7791058485175695
716,spiral_sim,30,9,oblique,8.93458336195122
717,spiral_sim,30,9,oblique,5.050626053307392
718,spiral_sim,30,9,oblique,2.7280889323232578
719,spiral_sim,30,9,oblique,5.4039694911930365
