,sim,n_samples,n_dim,split,mse
551,spiral_sim,30,1,oblique,1.4158879435698433
552,spiral_sim,30,1,oblique,0.6615746334240776
553,spiral_sim,30,1,oblique,0.916309418961396
554,spiral_sim,30,1,oblique,1.6397399703518445
555,spiral_sim,30,1,oblique,0.8432400894803074
556,spiral_sim,30,1,oblique,1.148393707174514
557,spiral_sim,30,1,oblique,1.412936608839383
558,spiral_sim,30,1,oblique,1.3816853742658084
559,spiral_sim,30,1,oblique,0.692194408873695
560,cub_sim,30,2,oblique,1100.4616805872538
561,cub_sim,30,2,oblique,327.3295337203912
562,cub_sim,30,2,oblique,5488.861848674309
563,cub_sim,30,2,oblique,7427.754941449392
564,cub_sim,30,2,oblique,6537.313991304464
565,cub_sim,30,2,oblique,3321.5807889935113
566,cub_sim,30,2,oblique,733.5061048413605
567,cub_sim,30,2,oblique,1039.8143454376348
568,cub_sim,30,2,oblique,5509.466384411712
569,cub_sim,30,2,oblique,1044.002278730658
570,spiral_sim,30,2,oblique,2.0898494385042596
571,spiral_sim,30,2,oblique,2.274440478104723
572,spiral_sim,30,2,oblique,0.780960094881493
573,spiral_sim,30,2,oblique,1.0194226431040694
574,spiral_sim,30,2,oblique,0.7901571572409463
575,spiral_sim,30,2,oblique,1.5772707551436287
576,spiral_sim,30,2,oblique,0.7991748755789226
577,spiral_sim,30,2,oblique,2.304242387546053
