,n_samples,n_dim,scale,split,mse
399,30,3,3.979591836734694,mae,10.51768241216978
400,30,3,4.081632653061225,mae,17.11905679088023
401,30,3,4.081632653061225,mae,13.114984629107836
402,30,3,4.081632653061225,mae,13.19474786048551
403,30,3,4.081632653061225,mae,14.474821840787204
404,30,3,4.081632653061225,mae,18.350020520282712
405,30,3,4.081632653061225,mae,24.47639106023854
406,30,3,4.081632653061225,mae,15.872941893705706
407,30,3,4.081632653061225,mae,14.01438161525967
408,30,3,4.081632653061225,mae,14.26646423239187
409,30,3,4.081632653061225,mae,9.691760003901685
410,30,3,4.183673469387755,mae,11.821765755079282
411,30,3,4.183673469387755,mae,14.72509301464547
412,30,3,4.183673469387755,mae,15.349382890175884
413,30,3,4.183673469387755,mae,17.0514372905631
414,30,3,4.183673469387755,mae,11.908865474675592
415,30,3,4.183673469387755,mae,10.517108232583196
416,30,3,4.183673469387755,mae,18.029834713584286
417,30,3,4.183673469387755,mae,19.255494014038042
418,30,3,4.183673469387755,mae,24.526994567383316
419,30,3,4.183673469387755,mae,19.954037133329273
420,30,3,4.285714285714286,mae,5.719229912215132
421,30,3,4.285714285714286,mae,12.689219350114964
422,30,3,4.285714285714286,mae,12.267666319188555
423,30,3,4.285714285714286,mae,15.993977829474403
424,30,3,4.285714285714286,mae,14.666625024588553
425,30,3,4.285714285714286,mae,20.57211466505362
426,30,3,4.285714285714286,mae,13.354698235004012
427,30,3,4.285714285714286,mae,17.752416159104232
428,30,3,4.285714285714286,mae,18.951577412099027
429,30,3,4.285714285714286,mae,20.74667522903869
430,30,3,4.387755102040816,mae,13.322491590784134
431,30,3,4.387755102040816,mae,18.92585500845021
432,30,3,4.387755102040816,mae,15.26116075741753
433,30,3,4.387755102040816,mae,16.833256747684484
434,30,3,4.387755102040816,mae,17.437019650275335
435,30,3,4.387755102040816,mae,12.870767025805813
436,30,3,4.387755102040816,mae,10.233105808428855
437,30,3,4.387755102040816,mae,22.06626677847043
438,30,3,4.387755102040816,mae,13.182751767267286
439,30,3,4.387755102040816,mae,28.368081065826274
440,30,3,4.4897959183673475,mae,13.009334694813901
441,30,3,4.4897959183673475,mae,24.15105435884298
442,30,3,4.4897959183673475,mae,14.285468381092707
443,30,3,4.4897959183673475,mae,13.965851790321851
444,30,3,4.4897959183673475,mae,16.269863297660848
445,30,3,4.4897959183673475,mae,22.490853346860906
446,30,3,4.4897959183673475,mae,29.384643205835907
447,30,3,4.4897959183673475,mae,11.479565549236675
448,30,3,4.4897959183673475,mae,12.776495617201014
449,30,3,4.4897959183673475,mae,9.42712691566661
450,30,3,4.591836734693878,mae,20.966670112654032
451,30,3,4.591836734693878,mae,23.688212563686367
452,30,3,4.591836734693878,mae,17.442362993131393
453,30,3,4.591836734693878,mae,28.694973950820863
454,30,3,4.591836734693878,mae,12.82339504503407
455,30,3,4.591836734693878,mae,24.821536482731155
456,30,3,4.591836734693878,mae,20.839313441419666
457,30,3,4.591836734693878,mae,11.66564729988937
458,30,3,4.591836734693878,mae,16.606298533705512
459,30,3,4.591836734693878,mae,14.751097641542845
460,30,3,4.6938775510204085,mae,17.21957184694043
461,30,3,4.6938775510204085,mae,14.156059356238929
462,30,3,4.6938775510204085,mae,15.84511679231941
463,30,3,4.6938775510204085,mae,32.52651541584776
464,30,3,4.6938775510204085,mae,18.921934416436283
465,30,3,4.6938775510204085,mae,14.896008024116497
466,30,3,4.6938775510204085,mae,17.656322349488846
467,30,3,4.6938775510204085,mae,23.16732059288399
468,30,3,4.6938775510204085,mae,26.955724457515938
469,30,3,4.6938775510204085,mae,16.065999183554606
470,30,3,4.795918367346939,mae,15.037731713467354
471,30,3,4.795918367346939,mae,17.54260786316249
472,30,3,4.795918367346939,mae,15.477156453153984
473,30,3,4.795918367346939,mae,27.720022127258755
474,30,3,4.795918367346939,mae,31.03751600766158
475,30,3,4.795918367346939,mae,26.857001357897044
476,30,3,4.795918367346939,mae,15.813835365753523
477,30,3,4.795918367346939,mae,19.190787504048764
478,30,3,4.795918367346939,mae,38.12364105037239
479,30,3,4.795918367346939,mae,25.932004377463233
480,30,3,4.8979591836734695,mae,20.818558130115296
481,30,3,4.8979591836734695,mae,24.33615068370814
482,30,3,4.8979591836734695,mae,24.483426892332083
483,30,3,4.8979591836734695,mae,23.252266867951025
484,30,3,4.8979591836734695,mae,37.05840745703744
485,30,3,4.8979591836734695,mae,13.2356031001363
486,30,3,4.8979591836734695,mae,21.449720210233036
487,30,3,4.8979591836734695,mae,20.826898402035464
488,30,3,4.8979591836734695,mae,22.001862566572495
489,30,3,4.8979591836734695,mae,16.07281800512952
490,30,3,5.0,mae,25.25375982449416
491,30,3,5.0,mae,29.47895699523801
492,30,3,5.0,mae,19.88123116972965
493,30,3,5.0,mae,23.959483707861274
494,30,3,5.0,mae,16.48275696403865
495,30,3,5.0,mae,14.00229993534092
496,30,3,5.0,mae,31.40209754401771
497,30,3,5.0,mae,18.99701391440112
498,30,3,5.0,mae,30.9113297668457
499,30,3,5.0,mae,25.95790159226122
500,30,30,0.0,mae,7.996905140922013
501,30,30,0.0,mae,7.8400960408983575
502,30,30,0.0,mae,9.71062659165364
503,30,30,0.0,mae,9.119599496074066
504,30,30,0.0,mae,9.009656797840792
505,30,30,0.0,mae,8.777478282723399
506,30,30,0.0,mae,8.094869540288887
507,30,30,0.0,mae,8.591500827041816
508,30,30,0.0,mae,8.04844920737829
509,30,30,0.0,mae,8.746444306689163
510,30,30,0.10204081632653061,mae,9.237154175385603
511,30,30,0.10204081632653061,mae,7.700955075478538
512,30,30,0.10204081632653061,mae,8.435910489623955
513,30,30,0.10204081632653061,mae,7.781103426740712
514,30,30,0.10204081632653061,mae,7.8357514625640805
515,30,30,0.10204081632653061,mae,8.044471599950912
516,30,30,0.10204081632653061,mae,9.04835516345648
517,30,30,0.10204081632653061,mae,7.947672755428795
518,30,30,0.10204081632653061,mae,8.29533031952159
519,30,30,0.10204081632653061,mae,7.928223621825357
520,30,30,0.20408163265306123,mae,7.776858710735305
521,30,30,0.20408163265306123,mae,10.010094924283647
522,30,30,0.20408163265306123,mae,8.568845122262294
523,30,30,0.20408163265306123,mae,10.75982650141371
524,30,30,0.20408163265306123,mae,8.637065797984114
525,30,30,0.20408163265306123,mae,9.323098559241705
526,30,30,0.20408163265306123,mae,8.876331965391355
527,30,30,0.20408163265306123,mae,8.504454261233215
528,30,30,0.20408163265306123,mae,8.72469446003495
529,30,30,0.20408163265306123,mae,8.837133853334596
530,30,30,0.30612244897959184,mae,9.138597380170028
531,30,30,0.30612244897959184,mae,9.511599559734407
532,30,30,0.30612244897959184,mae,9.227072664645808
533,30,30,0.30612244897959184,mae,7.922044118773483
534,30,30,0.30612244897959184,mae,7.847330863947419
535,30,30,0.30612244897959184,mae,8.611789629478661
536,30,30,0.30612244897959184,mae,8.872286439453031
537,30,30,0.30612244897959184,mae,7.889908812735819
538,30,30,0.30612244897959184,mae,9.806328051736942
