,n_samples,n_dim,split,mse
120,75,14,mae,6.427754899900458
121,75,14,mae,7.350151431759458
122,75,14,mae,6.946275737479723
123,75,14,mae,5.9759706093861
124,75,14,mae,7.3056637638507045
125,75,14,mae,8.524627429039192
126,75,14,mae,6.092962374980669
127,75,14,mae,6.232850820759535
128,75,14,mae,7.018350806515057
129,75,14,mae,7.080087046584382
130,75,15,mae,8.299413649732944
131,75,15,mae,6.951575921786568
132,75,15,mae,7.59178208174028
133,75,15,mae,6.746912819269197
134,75,15,mae,7.275295904067902
135,75,15,mae,6.43364754794587
136,75,15,mae,8.260678687687589
137,75,15,mae,7.8398793902427615
138,75,15,mae,6.652209126572461
139,75,15,mae,8.964514786102733
140,75,16,mae,8.38363602693415
141,75,16,mae,7.409741143113812
142,75,16,mae,8.779287152304786
143,75,16,mae,8.428062376574808
144,75,16,mae,8.768072579112147
145,75,16,mae,8.327759124471953
146,75,16,mae,8.900403949882621
147,75,16,mae,9.30789453920041
148,75,16,mae,8.46503786712193
149,75,16,mae,8.007159306601077
150,75,17,mae,8.04036271913052
151,75,17,mae,9.062747368822613
152,75,17,mae,9.04959830596853
153,75,17,mae,8.083090338260677
154,75,17,mae,8.183668791127781
155,75,17,mae,8.583082834424001
156,75,17,mae,8.41367773686489
157,75,17,mae,8.893812494471884
158,75,17,mae,7.372818021409327
159,75,17,mae,7.958347628326983
160,75,18,mae,6.990098011007797
161,75,18,mae,10.824730104138103
162,75,18,mae,9.356208959439448
163,75,18,mae,10.048198681435787
164,75,18,mae,8.65363609402878
165,75,18,mae,9.61457143122074
166,75,18,mae,8.765774473793506
167,75,18,mae,8.940476783842598
168,75,18,mae,9.640458216306111
169,75,18,mae,10.198732150009386
170,75,19,mae,10.201089867328285
171,75,19,mae,10.288801930225002
172,75,19,mae,9.2336599511325
173,75,19,mae,10.447694212352577
174,75,19,mae,9.516488039643919
175,75,19,mae,8.47249903988454
176,75,19,mae,8.541969828794986
177,75,19,mae,9.488968824322358
178,75,19,mae,10.504613868364665
179,75,19,mae,10.146132932431213
180,75,20,mae,9.935987469173448
181,75,20,mae,10.056828292621226
182,75,20,mae,10.306001405890894
183,75,20,mae,9.17543338744504
184,75,20,mae,10.146283357983133
185,75,20,mae,9.984210705929705
186,75,20,mae,9.734254084902965
187,75,20,mae,10.638150932193831
188,75,20,mae,10.955881443633649
189,75,20,mae,9.721148370237227
190,75,21,mae,9.456036974290916
191,75,21,mae,10.817375909544875
192,75,21,mae,9.732438057853356
193,75,21,mae,11.873021115338613
194,75,21,mae,10.52093225939673
195,75,21,mae,10.871935669722552
196,75,21,mae,11.527902634837266
197,75,21,mae,10.581349252942758
198,75,21,mae,11.198353799973148
199,75,21,mae,10.848978816896373
200,75,22,mae,11.217173533988248
201,75,22,mae,12.560826151345195
202,75,22,mae,10.723654882127253
203,75,22,mae,11.1010000133064
204,75,22,mae,10.926646356726053
205,75,22,mae,11.885324176693398
206,75,22,mae,12.725356112448841
207,75,22,mae,11.57069194525818
208,75,22,mae,12.586717824109485
209,75,22,mae,9.702755994680171
210,75,23,mae,11.053296880521124
211,75,23,mae,11.851890445914478
212,75,23,mae,11.748699994625126
213,75,23,mae,11.061114315402966
214,75,23,mae,12.664178076089708
215,75,23,mae,11.282422614571502
216,75,23,mae,13.260138464384504
217,75,23,mae,11.075283883163143
218,75,23,mae,12.361460883875054
219,75,23,mae,12.461233571629602
220,75,24,mae,11.377970681069831
221,75,24,mae,12.672189017137757
222,75,24,mae,12.791082010004601
223,75,24,mae,11.07697363911548
224,75,24,mae,11.804760240356188
225,75,24,mae,11.426116323698222
226,75,24,mae,12.146499708904624
227,75,24,mae,13.30952490832026
228,75,24,mae,13.163137795606618
229,75,24,mae,12.990797807233305
230,75,25,mae,12.841177656734672
231,75,25,mae,13.583567494489774
232,75,25,mae,12.944309220159276
233,75,25,mae,12.83848453397468
234,75,25,mae,13.337371808379714
235,75,25,mae,12.376268767151554
236,75,25,mae,13.96362645363456
237,75,25,mae,12.659636439751818
238,75,25,mae,13.800402634192876
239,75,25,mae,12.152917233322187
240,75,26,mae,12.991998763246437
241,75,26,mae,12.799475429331764
242,75,26,mae,13.678187014230783
243,75,26,mae,13.589678020184015
244,75,26,mae,13.475806598809363
245,75,26,mae,13.399292810846983
246,75,26,mae,13.176873378496202
247,75,26,mae,13.794538900381546
248,75,26,mae,14.087548332446573
249,75,26,mae,14.92039017532217
250,75,27,mae,13.920209145813939
251,75,27,mae,12.19935037884581
252,75,27,mae,13.407367278856835
253,75,27,mae,13.670209764938514
254,75,27,mae,15.323559536123275
255,75,27,mae,12.851107640698284
256,75,27,mae,15.171243401526892
257,75,27,mae,13.476798781658244
258,75,27,mae,14.584576971060118
259,75,27,mae,13.333876582216863
260,75,28,mae,14.240702936921204
261,75,28,mae,14.245156307170612
262,75,28,mae,15.796138368242925
263,75,28,mae,14.47179286421627
264,75,28,mae,14.375154022575622
265,75,28,mae,13.367103324659922
266,75,28,mae,14.64507440321373
267,75,28,mae,16.513526718486514
268,75,28,mae,13.85227880563945
269,75,28,mae,13.141058805505539
270,75,29,mae,15.177440446319348
271,75,29,mae,15.255206695060654
272,75,29,mae,15.491822489354542
273,75,29,mae,13.806736493784374
274,75,29,mae,17.653149015306997
275,75,29,mae,14.06542508929645
276,75,29,mae,14.936653003244807
277,75,29,mae,15.009987354765032
278,75,29,mae,15.445605607103504
279,75,29,mae,13.464564992767274
280,75,30,mae,14.32484810310806
281,75,30,mae,15.931875307288392
282,75,30,mae,15.672264454389376
283,75,30,mae,15.005295129759643
284,75,30,mae,15.794065943419325
285,75,30,mae,14.82227147389591
286,75,30,mae,15.409686400404093
287,75,30,mae,16.624891330873247
288,75,30,mae,15.444994772532155
289,75,30,mae,16.788892706205804
290,75,31,mae,17.033511864350398
291,75,31,mae,15.294907536964326
292,75,31,mae,16.774352793309017
293,75,31,mae,15.449982808836399
294,75,31,mae,16.569081793295663
295,75,31,mae,15.751229402285565
296,75,31,mae,17.027735570906042
297,75,31,mae,17.738737258005305
298,75,31,mae,15.968179312449884
299,75,31,mae,14.115443783420375
300,75,32,mae,16.473839068532392
301,75,32,mae,16.635562270941087
302,75,32,mae,16.99753492038003
303,75,32,mae,16.387190886252107
304,75,32,mae,14.971408219524795
305,75,32,mae,17.29058177457396
306,75,32,mae,16.009024194612888
307,75,32,mae,15.699781619711937
308,75,32,mae,17.50709415002111
309,75,32,mae,15.509670280959936
310,75,33,mae,16.30024257058301
311,75,33,mae,14.449226894615443
312,75,33,mae,16.374555683997244
313,75,33,mae,18.690393207943096
314,75,33,mae,16.90575844239244
315,75,33,mae,18.507829225412188
316,75,33,mae,17.537285440803842
317,75,33,mae,16.625021496041196
318,75,33,mae,16.842633942780086
319,75,33,mae,17.504540157342998
320,75,34,mae,18.050650546353783
321,75,34,mae,16.874517421055273
322,75,34,mae,17.87053847002709
323,75,34,mae,17.924362514010273
324,75,34,mae,17.454786366803145
325,75,34,mae,18.686906066031924
326,75,34,mae,17.868792471250877
327,75,34,mae,19.02907149491645
328,75,34,mae,16.070956954233104
329,75,34,mae,17.18524399818548
330,75,35,mae,16.881014489493634
331,75,35,mae,16.411625196073977
332,75,35,mae,18.530261995698126
333,75,35,mae,19.291937928301184
334,75,35,mae,17.071280593107197
335,75,35,mae,17.158192062237763
336,75,35,mae,19.15811524091821
337,75,35,mae,20.39984738630932
338,75,35,mae,17.410613973369035
339,75,35,mae,19.206289331947996
340,75,36,mae,20.342573496200647
341,75,36,mae,18.455647397155552
342,75,36,mae,19.037370939519768
343,75,36,mae,18.091401655394574
344,75,36,mae,16.156229442003095
345,75,36,mae,17.246992256585155
346,75,36,mae,18.319447635367098
347,75,36,mae,19.135618862979676
348,75,36,mae,19.588003895153317
349,75,36,mae,17.45807927214748
350,75,37,mae,19.151259195897794
351,75,37,mae,19.87038796430512
352,75,37,mae,20.188702131502097
353,75,37,mae,18.833259701214335
354,75,37,mae,19.419613898309237
355,75,37,mae,19.531491241801223
356,75,37,mae,20.2312338328878
357,75,37,mae,18.235337431695214
358,75,37,mae,18.086257380743433
359,75,37,mae,20.130893135074256
360,75,38,mae,18.978101191001663
361,75,38,mae,21.272472583069575
362,75,38,mae,19.201042559754185
363,75,38,mae,20.27672817069903
364,75,38,mae,18.817759948113576
365,75,38,mae,18.200552881196927
366,75,38,mae,19.458791736963853
367,75,38,mae,18.261909881872096
368,75,38,mae,20.494554615145017
369,75,38,mae,18.47668993031146
370,75,39,mae,22.498146794151356
371,75,39,mae,22.36838214021012
372,75,39,mae,19.74051513186695
373,75,39,mae,20.071346399787075
374,75,39,mae,19.724026444101984
375,75,39,mae,21.614596832125585
376,75,39,mae,20.233478280121314
377,75,39,mae,21.395441557842993
378,75,39,mae,21.51049065492921
379,75,39,mae,20.313753660831928
380,75,2,mse,1.117552124056601
381,75,2,mse,1.1223809289054896
382,75,2,mse,0.5906917783111135
383,75,2,mse,0.7554087300108082
384,75,2,mse,0.6815745892445698
385,75,2,mse,0.7963279031668438
386,75,2,mse,0.8284259390536811
387,75,2,mse,0.6776530201049108
388,75,2,mse,0.9814433373000133
389,75,2,mse,1.0091039702410356
390,75,3,mse,1.605994427403611
391,75,3,mse,1.6265385166806072
392,75,3,mse,1.1034179203701544
393,75,3,mse,1.421832108383676
394,75,3,mse,1.3234177845774087
395,75,3,mse,1.1070222624535218
396,75,3,mse,1.6291474467256153
397,75,3,mse,1.5175726912787055
398,75,3,mse,1.8355498737037272
399,75,3,mse,1.3418745570046717
400,75,4,mse,2.7823126126469946
401,75,4,mse,2.087730071182138
402,75,4,mse,1.5303927042119514
403,75,4,mse,2.059372960402884
404,75,4,mse,1.3093263135202262
405,75,4,mse,2.2274755898162355
406,75,4,mse,1.9786062482358275
407,75,4,mse,1.9882995737363334
408,75,4,mse,1.4130023297811583
409,75,4,mse,2.0217478427602886
410,75,5,mse,2.1109071828224084
411,75,5,mse,2.628068009160029
412,75,5,mse,2.3357765999545146
413,75,5,mse,2.821187925597058
414,75,5,mse,2.3167316190447966
415,75,5,mse,2.6431131371206247
416,75,5,mse,3.189552969175106
417,75,5,mse,2.314722137685308
418,75,5,mse,2.877505706598634
419,75,5,mse,2.341837907100754
420,75,6,mse,2.7207570010915823
421,75,6,mse,3.5936847929222275
422,75,6,mse,2.792355721494555
423,75,6,mse,3.017004552075242
424,75,6,mse,2.8090999734745714
425,75,6,mse,2.4540329121738087
426,75,6,mse,4.070845257959334
427,75,6,mse,3.5656657590304204
428,75,6,mse,3.630751243867165
429,75,6,mse,2.6875927947863336
430,75,7,mse,4.149090984324075
431,75,7,mse,4.588212028773205
432,75,7,mse,3.236467452941064
433,75,7,mse,3.0467002239123357
434,75,7,mse,3.8283799196945036
435,75,7,mse,3.397971337098441
436,75,7,mse,4.454152832255736
437,75,7,mse,3.9630336568054267
438,75,7,mse,3.1803519218335974
439,75,7,mse,4.22853013314322
440,75,8,mse,4.047068611430748
441,75,8,mse,3.501292935410588
442,75,8,mse,4.701218290904825
443,75,8,mse,5.140118639333601
444,75,8,mse,3.675728569570959
445,75,8,mse,3.8135662280468825
446,75,8,mse,3.8362229874394456
447,75,8,mse,3.857858608535614
448,75,8,mse,3.8864811663470435
449,75,8,mse,3.66594577683086
450,75,9,mse,4.676233474626601
451,75,9,mse,5.338885031883424
452,75,9,mse,4.89217532270212
453,75,9,mse,5.194581857101581
454,75,9,mse,4.487002071706587
455,75,9,mse,5.238981972724489
456,75,9,mse,4.880887052485877
457,75,9,mse,4.082176346272025
458,75,9,mse,3.8374556044130212
459,75,9,mse,4.745021092949327
460,75,10,mse,4.618266673072618
461,75,10,mse,4.783937467063017
462,75,10,mse,5.045664134736707
463,75,10,mse,4.607285929039315
464,75,10,mse,5.488552044813795
465,75,10,mse,5.063668966750295
466,75,10,mse,5.905303661463349
467,75,10,mse,4.933439414235178
468,75,10,mse,4.350116804739479
469,75,10,mse,5.424128471333161
470,75,11,mse,7.5129613109650855
471,75,11,mse,4.989646022127557
472,75,11,mse,4.736921459576638
473,75,11,mse,6.032663509607492
474,75,11,mse,5.579927952123116
475,75,11,mse,6.024063284335381
476,75,11,mse,5.029139714587054
477,75,11,mse,5.872613366437521
478,75,11,mse,6.358275785740234
479,75,11,mse,6.083174055017759
480,75,12,mse,6.551629331359286
481,75,12,mse,6.8202627873786525
482,75,12,mse,5.944601062841433
483,75,12,mse,6.553502416407042
484,75,12,mse,6.240797586787224
485,75,12,mse,5.3087462568531585
486,75,12,mse,7.016324899513785
487,75,12,mse,6.361982463552086
488,75,12,mse,6.741409331130119
489,75,12,mse,7.045637906150303
490,75,13,mse,6.500790973190346
491,75,13,mse,6.48365935780114
492,75,13,mse,6.615451538877543
493,75,13,mse,6.707902362827791
494,75,13,mse,5.365238152691679
495,75,13,mse,6.542945475506182
496,75,13,mse,7.3244065198351915
497,75,13,mse,5.825502668479526
498,75,13,mse,6.700959378211632
499,75,13,mse,5.774249321830182
500,75,14,mse,6.430331727161508
501,75,14,mse,7.327748848907331
502,75,14,mse,6.942109186105087
503,75,14,mse,5.980797899529713
504,75,14,mse,7.31306790684658
505,75,14,mse,8.521023915646785
506,75,14,mse,6.090421999285072
507,75,14,mse,6.240494753952902
508,75,14,mse,7.014664863224187
509,75,14,mse,7.079475596201461
510,75,15,mse,8.303804241963944
511,75,15,mse,6.9513571309122
512,75,15,mse,7.586918028853206
513,75,15,mse,6.737958936564864
514,75,15,mse,7.288651744569562
515,75,15,mse,6.425399853292851
516,75,15,mse,8.258224351702232
517,75,15,mse,7.843617257446256
518,75,15,mse,6.655256725814678
519,75,15,mse,8.966589188590891
520,75,16,mse,8.400052767320222
521,75,16,mse,7.401060148453353
522,75,16,mse,8.79796284665389
523,75,16,mse,8.406108731947004
524,75,16,mse,8.75541258370024
525,75,16,mse,8.339276168915651
526,75,16,mse,8.908674949446368
527,75,16,mse,9.353230425508814
528,75,16,mse,8.482874265496068
529,75,16,mse,8.001369428274849
530,75,17,mse,8.053189535770514
531,75,17,mse,9.045118811787768
532,75,17,mse,9.054733297313096
533,75,17,mse,8.0611857896899
534,75,17,mse,8.193440150351515
535,75,17,mse,8.578041763257604
536,75,17,mse,8.395414092946293
537,75,17,mse,8.879027151354554
538,75,17,mse,7.3678398153618065
539,75,17,mse,7.98458495795549
540,75,18,mse,6.981416602927758
541,75,18,mse,10.800833751876565
542,75,18,mse,9.326605158602355
543,75,18,mse,10.051524304100582
544,75,18,mse,8.6658690389267
545,75,18,mse,9.618345979438812
546,75,18,mse,8.768386905918286
547,75,18,mse,8.950420673461293
548,75,18,mse,9.64738614459666
549,75,18,mse,10.196521128214673
550,75,19,mse,10.19977102782756
551,75,19,mse,10.275003292344282
552,75,19,mse,9.229726050117057
553,75,19,mse,10.433320281927427
554,75,19,mse,9.515364933424904
555,75,19,mse,8.47713398944378
556,75,19,mse,8.557647376137568
557,75,19,mse,9.515406610678193
558,75,19,mse,10.51445154167232
559,75,19,mse,10.163125948180413
560,75,20,mse,9.938842460519666
561,75,20,mse,10.07532637226524
562,75,20,mse,10.321858885104815
563,75,20,mse,9.152749587418155
564,75,20,mse,10.172073691228553
565,75,20,mse,9.970375285161012
566,75,20,mse,9.73662201222043
567,75,20,mse,10.634532331662466
568,75,20,mse,10.940849384781036
569,75,20,mse,9.736428494480146
570,75,21,mse,9.419424637504827
571,75,21,mse,10.815736396512388
572,75,21,mse,9.740444793395781
573,75,21,mse,11.873378268986443
574,75,21,mse,10.511726488753316
575,75,21,mse,10.869893585475866
576,75,21,mse,11.49687784208901
577,75,21,mse,10.615733381896304
578,75,21,mse,11.19361106422151
579,75,21,mse,10.831764987226801
580,75,22,mse,11.223044799635389
581,75,22,mse,12.551761597060938
582,75,22,mse,10.708798489540944
583,75,22,mse,11.095056793419298
584,75,22,mse,10.945401969767056
585,75,22,mse,11.898837050533677
586,75,22,mse,12.744488511166542
587,75,22,mse,11.576374510066746
588,75,22,mse,12.586465026795524
589,75,22,mse,9.724424911298176
590,75,23,mse,11.062029215452217
591,75,23,mse,11.855913628501998
592,75,23,mse,11.73988552864561
593,75,23,mse,11.05759749426558
594,75,23,mse,12.664647583053378
595,75,23,mse,11.285829425340408
596,75,23,mse,13.245138983459865
597,75,23,mse,11.068588380981284
598,75,23,mse,12.323596290312155
599,75,23,mse,12.464070164492231
600,75,24,mse,11.385204536920785
601,75,24,mse,12.687656298173197
602,75,24,mse,12.79984638151773
603,75,24,mse,11.106131351470093
604,75,24,mse,11.806136706258487
605,75,24,mse,11.429617486145467
606,75,24,mse,12.144058268625827
607,75,24,mse,13.336196808261574
608,75,24,mse,13.135188488525252
609,75,24,mse,12.956727310661275
610,75,25,mse,12.83164209073073
611,75,25,mse,13.558997495799089
612,75,25,mse,12.950784204429839
613,75,25,mse,12.806647033952702
614,75,25,mse,13.35045881309098
615,75,25,mse,12.359078963285764
616,75,25,mse,13.9654872138948
617,75,25,mse,12.65453409214613
618,75,25,mse,13.799807149045728
619,75,25,mse,12.159187618391035
620,75,26,mse,12.983398385030949
621,75,26,mse,12.76109186630763
622,75,26,mse,13.651995685853876
623,75,26,mse,13.562414144658735
624,75,26,mse,13.471432453533627
625,75,26,mse,13.413438086513715
626,75,26,mse,13.191891771269036
627,75,26,mse,13.810170331612847
628,75,26,mse,14.082139383828736
629,75,26,mse,14.910480334549932
630,75,27,mse,13.918557960041928
631,75,27,mse,12.204811450787702
632,75,27,mse,13.365575120177425
633,75,27,mse,13.661273789351075
634,75,27,mse,15.340117798639579
635,75,27,mse,12.869613303649448
636,75,27,mse,15.142271960800707
637,75,27,mse,13.479143771722484
638,75,27,mse,14.57475125556405
639,75,27,mse,13.348075370177805
640,75,28,mse,14.279474981724036
641,75,28,mse,14.224758476430361
642,75,28,mse,15.820168505559598
643,75,28,mse,14.48216545932557
644,75,28,mse,14.36434144776952
645,75,28,mse,13.343228997082825
646,75,28,mse,14.605415879385083
647,75,28,mse,16.494830830610624
648,75,28,mse,13.841739804592073
649,75,28,mse,13.167071372868635
650,75,29,mse,15.176708388840792
651,75,29,mse,15.24410188330975
652,75,29,mse,15.468210579563483
653,75,29,mse,13.841922482246257
654,75,29,mse,17.620827235795264
655,75,29,mse,14.103943186038586
656,75,29,mse,14.910841470452075
657,75,29,mse,15.02830078004146
658,75,29,mse,15.42451528759958
659,75,29,mse,13.500029066237389
660,75,30,mse,14.310962708162288
661,75,30,mse,15.939938476044626
662,75,30,mse,15.637597836086355
663,75,30,mse,15.027110108355622
664,75,30,mse,15.78626828013224
665,75,30,mse,14.832864903552805
666,75,30,mse,15.401929882511038
667,75,30,mse,16.601558848347043
668,75,30,mse,15.463286317476099
669,75,30,mse,16.800299988900395
670,75,31,mse,17.045260555646504
671,75,31,mse,15.305556980087117
672,75,31,mse,16.776079047273885
673,75,31,mse,15.433556255894622
674,75,31,mse,16.536138436038446
675,75,31,mse,15.774738441820086
676,75,31,mse,17.00034168756962
677,75,31,mse,17.76435280131824
678,75,31,mse,15.937226693887002
679,75,31,mse,14.105396982179169
680,75,32,mse,16.495512307007953
681,75,32,mse,16.64375884163888
682,75,32,mse,16.97108016462158
683,75,32,mse,16.390581204532566
684,75,32,mse,14.938619305647668
685,75,32,mse,17.28866410084866
686,75,32,mse,16.017519237161306
687,75,32,mse,15.711671027786755
688,75,32,mse,17.487486171244022
689,75,32,mse,15.516554669068524
690,75,33,mse,16.25758984111741
691,75,33,mse,14.445657790542315
692,75,33,mse,16.38106566712836
693,75,33,mse,18.71074352195436
694,75,33,mse,16.90682639204721
695,75,33,mse,18.495988760989405
696,75,33,mse,17.52475066186846
697,75,33,mse,16.62845713643969
698,75,33,mse,16.860424829432745
699,75,33,mse,17.50801538827766
700,75,34,mse,18.014248176656025
701,75,34,mse,16.896414237507322
702,75,34,mse,17.87868369877112
703,75,34,mse,17.925496003246813
704,75,34,mse,17.454729739940497
705,75,34,mse,18.685208257414434
706,75,34,mse,17.846410510089417
707,75,34,mse,19.050864899211287
708,75,34,mse,16.087314307906066
709,75,34,mse,17.197540858107516
710,75,35,mse,16.892951545237246
711,75,35,mse,16.371583017030513
712,75,35,mse,18.521906323961403
713,75,35,mse,19.292027067709537
714,75,35,mse,17.086980601535974
715,75,35,mse,17.134263992944707
716,75,35,mse,19.21607611140587
717,75,35,mse,20.390721401247667
718,75,35,mse,17.43508528406711
719,75,35,mse,19.19467204587162
720,75,36,mse,20.324558353960672
721,75,36,mse,18.450694253164066
722,75,36,mse,19.01379927918359
723,75,36,mse,18.06041169959962
724,75,36,mse,16.164834937073717
725,75,36,mse,17.232317150189886
726,75,36,mse,18.301798896426686
727,75,36,mse,19.092853704774733
728,75,36,mse,19.576083552582983
729,75,36,mse,17.47009698591456
730,75,37,mse,19.160352668061016
731,75,37,mse,19.878239361031174
732,75,37,mse,20.174581294361396
733,75,37,mse,18.785108211961727
734,75,37,mse,19.424967331125714
735,75,37,mse,19.54030332916877
736,75,37,mse,20.250838639193574
737,75,37,mse,18.189665769176237
738,75,37,mse,18.063340243122024
739,75,37,mse,20.062987574542305
740,75,38,mse,19.005092243894154
741,75,38,mse,21.275934517718717
742,75,38,mse,19.191185920698103
743,75,38,mse,20.29543378917236
744,75,38,mse,18.85876832593751
745,75,38,mse,18.21068664484223
746,75,38,mse,19.458079496170715
747,75,38,mse,18.278837681256338
748,75,38,mse,20.47124538697755
749,75,38,mse,18.48283028276561
750,75,39,mse,22.498595346858256
751,75,39,mse,22.372832995310638
752,75,39,mse,19.70172806330118
753,75,39,mse,20.05284242975674
754,75,39,mse,19.74764522180238
755,75,39,mse,21.648845257209953
756,75,39,mse,20.23692262135791
757,75,39,mse,21.403647229290314
758,75,39,mse,21.525035934181993
759,75,39,mse,20.321648519427153
760,75,2,axis,1.184888046460576
761,75,2,axis,1.0927214195932444
762,75,2,axis,0.5828397924966914
763,75,2,axis,0.777265602246415
764,75,2,axis,0.7497501236286971
765,75,2,axis,0.7698671286270825
766,75,2,axis,0.8253307386110462
767,75,2,axis,0.6914568945873574
768,75,2,axis,0.9454423094758685
769,75,2,axis,1.0298286556836025
770,75,3,axis,1.533504578253545
771,75,3,axis,1.5960870224831227
772,75,3,axis,1.0644819023239966
773,75,3,axis,1.4000303111316876
774,75,3,axis,1.2729576485715228
775,75,3,axis,1.0576253434472518
776,75,3,axis,1.5932957783124786
777,75,3,axis,1.4481338218858
778,75,3,axis,1.798953339422928
779,75,3,axis,1.2827981766643655
780,75,4,axis,2.696038346926396
781,75,4,axis,2.0217105502796584
782,75,4,axis,1.4750518892992317
783,75,4,axis,1.968760121249936
784,75,4,axis,1.263126549864541
785,75,4,axis,2.1527443016352374
786,75,4,axis,1.919260313660157
787,75,4,axis,1.8982177256817003
788,75,4,axis,1.3401192388035843
789,75,4,axis,1.985883462269796
790,75,5,axis,2.0135367684299648
791,75,5,axis,2.5322151318875314
792,75,5,axis,2.231735528070388
793,75,5,axis,2.6840463957404728
794,75,5,axis,2.230567971982521
795,75,5,axis,2.5341343097979876
796,75,5,axis,3.063607502025504
797,75,5,axis,2.2519814450961206
798,75,5,axis,2.740167404505559
799,75,5,axis,2.2678552676632195
800,75,6,axis,2.6143097124773576
801,75,6,axis,3.4797023949411816
802,75,6,axis,2.69014144699078
803,75,6,axis,2.924960988255822
804,75,6,axis,2.673538998505965
805,75,6,axis,2.3735270796327863
806,75,6,axis,3.9378328188863634
807,75,6,axis,3.4673060158708062
808,75,6,axis,3.4764863258830565
809,75,6,axis,2.6027536172455488
810,75,7,axis,4.082261134466818
811,75,7,axis,4.471274510377321
812,75,7,axis,3.142180581198329
